sku_produto_final,produto_final,sku_item,descricao_item,qtd_padrao,unidade
05004135,Ovo Marajoara - Avelã e Maracujá 590g sc,0140106805,Açúcar refinado,0.053147,KG
05004135,Ovo Marajoara - Avelã e Maracujá 590g sc,9990111020,Avelã,0.07972,KG
05004135,Ovo Marajoara - Avelã e Maracujá 590g sc,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.26,KG
05004135,Ovo Marajoara - Avelã e Maracujá 590g sc,9990311030,Praliné de Avelã colagem,0.19,KG
05004135,Ovo Marajoara - Avelã e Maracujá 590g sc,9990311038,Recheio Caramelo Maracujá,0.14,KG
05004136,Cesta Magio 01 - Dia dos namorados,0210101001,Amêndoa de Cupuaçu - Sakaguchi (PA),0.03564,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.009247,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.009247,KG
05004136,Cesta Magio 01 - Dia dos namorados,0210303001,Nibs de Cupuaçu - Sakaguchi,0.0324,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.008406,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.024939,KG
05004136,Cesta Magio 01 - Dia dos namorados,0140106805,Açúcar refinado,0.07004,KG
05004136,Cesta Magio 01 - Dia dos namorados,03001001,Leite em Pó integral,0.051958,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990107001,MANTEIGA DE CACAU desodorizada,0.060271,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111005,Lecitina de Soja,0.000623,LT
05004136,Cesta Magio 01 - Dia dos namorados,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.04752,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990307008,Pomada de manteiga de cacau,0.00048,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990311030,Praliné de Avelã colagem,0.032,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.048,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990311009,Recheio Yara Maracujá,0.019,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990311038,Recheio Caramelo Maracujá,0.013,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.06,KG
05004136,Cesta Magio 01 - Dia dos namorados,02104013,Sakaguchi Cupulate 50g,1.2,UN
05004136,Cesta Magio 01 - Dia dos namorados,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0351,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990311031,Praliné Pistache colagem,0.0449,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050302010,Amêndoa de Cupuaçu Torrada - SAKAGUCHI,0.03564,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0.0324,KG
05004136,Cesta Magio 01 - Dia dos namorados,0140106004,Açúcar Demerara,0.0102,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990107001,MANTEIGA DE CACAU desodorizada,0.0174,KG
05004136,Cesta Magio 01 - Dia dos namorados,0190213030,Embalagem - Barra de Cupulate - Sakaguch,1.2,UN
05004136,Cesta Magio 01 - Dia dos namorados,0190214016,Cartão Surpresa - Prima Stampa,1.2,UN
05004136,Cesta Magio 01 - Dia dos namorados,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.192,UN
05004136,Cesta Magio 01 - Dia dos namorados,0210305004,Massa  de Cupuaçu - Sakaguchi,0.06,KG
05004136,Cesta Magio 01 - Dia dos namorados,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,1.2,UN
05004136,Cesta Magio 01 - Dia dos namorados,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1.2,UN
05004136,Cesta Magio 01 - Dia dos namorados,9990712002,ETIQUETA PARA QR CODE 40x40mm,1.2,UN
05004136,Cesta Magio 01 - Dia dos namorados,0050321001,Barra 60g Terroir da Amazonia Saka ao le,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213057,Embalagem – mod. Envelope p/ barra,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213104,Folha papel barrado Mágio,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,019021424,CARTÃO QR,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,9990712025,Etiqueta dif PF Sakaguchi ao Leite 6x12,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712035,Etiqueta Bra PF Sakaguchi ao Leite verso,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712056,Etiqueta alto teor de açúcar e gordura,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0050321003,Barra 60g Terroir da Amazonia SAKA CUPU,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213057,Embalagem – mod. Envelope p/ barra,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213104,Folha papel barrado Mágio,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,019021424,CARTÃO QR,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,9990712030,Etiqueta de dif PF Sakaguchi Cupu 6x12,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712040,Etiqueta Branca Povos Sakaguchi Cupu,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990712055,Etiqueta alto teor de açúcar 1.3x1.8,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,16,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213051,Caixa Base  LO 80g,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213052,Luva LO 80GR ao leite com Praliné,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213060,Berço termoformado LO,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,019021424,CARTÃO QR,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0050305025,FORMIGUEIRO MARACUJÁ 16g,5,UN
05004136,Cesta Magio 01 - Dia dos namorados,0190213072,Caixa formigueiro Maracuja,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,019021424,CARTÃO QR,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0050321011,Barras com recheios - 80g   Pistache,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,0190213056,Envelope plastico transparente,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,0190213166,Caixa ES Ao Leite Praliné de Pistache,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,019021424,CARTÃO QR,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,05004003,MAGIO Povos Sakaguchi ao Leite 41% 60g,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,05004008,MAGIO Povos Sakaguchi Cupulate 58% 60g,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,05004043,Formigueiro Caramelo de Maracujá Cx 80g,1,UN
05004136,Cesta Magio 01 - Dia dos namorados,05004056,Barra ES Leite Praliné de Pistache 80g,1,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990107001,MANTEIGA DE CACAU desodorizada,0.001287,KG
05004136,Cesta Magio 01 - Dia dos namorados,0140106805,Açúcar refinado,0.012255,KG
05004136,Cesta Magio 01 - Dia dos namorados,03001001,Leite em Pó integral,0.00082,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111010,Pistache,0.01466,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111031,Amêndoa,0.003664,KG
05004136,Cesta Magio 01 - Dia dos namorados,0140106805,Açúcar refinado,0.005426,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111000,Agua Mineral sem gás,0.006623,LT
05004136,Cesta Magio 01 - Dia dos namorados,9990111004,Baunilha em Fava,8e-06,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111007,Clara em Pó,0.000258,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111008,Xarope de glucose,0.006088,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111009,Gelatina incolor,0.000274,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990311038,Recheio Caramelo Maracujá,0.000893,KG
05004136,Cesta Magio 01 - Dia dos namorados,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.007162,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990107001,MANTEIGA DE CACAU desodorizada,0.002125,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990307008,Pomada de manteiga de cacau,0.000336,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990311043,Praliné de Avelã,0.022378,PC
05004136,Cesta Magio 01 - Dia dos namorados,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.010049,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990107001,MANTEIGA DE CACAU desodorizada,0.002981,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990307008,Pomada de manteiga de cacau,0.000471,PC
05004136,Cesta Magio 01 - Dia dos namorados,9990311004,Praliné Pistache,0.031399,KG
05004136,Cesta Magio 01 - Dia dos namorados,0140106805,Açúcar refinado,0.004042,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111000,Agua Mineral sem gás,0.001236,LT
05004136,Cesta Magio 01 - Dia dos namorados,9990111004,Baunilha em Fava,9e-06,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111005,Lecitina de Soja,5.2e-05,LT
05004136,Cesta Magio 01 - Dia dos namorados,9990111006,Manteiga de Leite,0.001079,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111008,Xarope de glucose,0.002317,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111015,Polpa Maracujá,0.005157,KG
05004136,Cesta Magio 01 - Dia dos namorados,0140106805,Açúcar refinado,0.008951,KG
05004136,Cesta Magio 01 - Dia dos namorados,9990111020,Avelã,0.013427,KG
05004137,Cesta Magio Tamanho 01,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.046236,KG
05004137,Cesta Magio Tamanho 01,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.00792,KG
05004137,Cesta Magio Tamanho 01,0050302002,Amêndoa de Cacau Torrada - Sakaguchi(PA),0.046236,KG
05004137,Cesta Magio Tamanho 01,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.00792,KG
05004137,Cesta Magio Tamanho 01,0050303003,Nibs de Cacau - Sakaguchi(PA),0.042033,KG
05004137,Cesta Magio Tamanho 01,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.0072,KG
05004137,Cesta Magio Tamanho 01,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.029025,KG
05004137,Cesta Magio Tamanho 01,0140106805,Açúcar refinado,0.081514,KG
05004137,Cesta Magio Tamanho 01,03001001,Leite em Pó integral,0.060471,KG
05004137,Cesta Magio Tamanho 01,9990107001,MANTEIGA DE CACAU desodorizada,0.070146,KG
05004137,Cesta Magio Tamanho 01,9990111005,Lecitina de Soja,0.000726,LT
05004137,Cesta Magio Tamanho 01,0050304004,Liquor de Cacau - Sakaguchi (PA),0.042033,KG
05004137,Cesta Magio Tamanho 01,0140106004,Açúcar Demerara,0.021017,KG
05004137,Cesta Magio Tamanho 01,9990307005,Manteiga de Cacau Yanomami terc,0.009808,KG
05004137,Cesta Magio Tamanho 01,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.04752,KG
05004137,Cesta Magio Tamanho 01,9990307008,Pomada de manteiga de cacau,0.00048,PC
05004137,Cesta Magio Tamanho 01,9990311030,Praliné de Avelã colagem,0.032,KG
05004137,Cesta Magio Tamanho 01,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0792,KG
05004137,Cesta Magio Tamanho 01,9990307008,Pomada de manteiga de cacau,0.0008,PC
05004137,Cesta Magio Tamanho 01,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.048,KG
05004137,Cesta Magio Tamanho 01,9990311009,Recheio Yara Maracujá,0.019,KG
05004137,Cesta Magio Tamanho 01,9990311038,Recheio Caramelo Maracujá,0.013,KG
05004137,Cesta Magio Tamanho 01,0050108008,Biscoito de castanha do Pará,0.079645,KG
05004137,Cesta Magio Tamanho 01,0050111002,Aromatizante Puxuri,3e-05,KG
05004137,Cesta Magio Tamanho 01,0050305009,Massa de Chocolate - Chocolate 60% - Sak,0.070055,KG
05004137,Cesta Magio Tamanho 01,9990111001,Flor de Sal,0.00027,KG
05004137,Cesta Magio Tamanho 01,0050308011,Biscoito de castanha do Pará banhado com,0.15,KG
05004137,Cesta Magio Tamanho 01,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1,UN
05004137,Cesta Magio Tamanho 01,9990115001,SAQUINHO BIODEGRADAVEL COMPOSTAVEL,0.0033,KG
05004137,Cesta Magio Tamanho 01,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.06,KG
05004137,Cesta Magio Tamanho 01,0050321001,Barra 60g Terroir da Amazonia Saka ao le,1,PC
05004137,Cesta Magio Tamanho 01,0190213057,Embalagem – mod. Envelope p/ barra,1,PC
05004137,Cesta Magio Tamanho 01,0190213104,Folha papel barrado Mágio,1,UN
05004137,Cesta Magio Tamanho 01,019021424,CARTÃO QR,1,UN
05004137,Cesta Magio Tamanho 01,9990712025,Etiqueta dif PF Sakaguchi ao Leite 6x12,1,PC
05004137,Cesta Magio Tamanho 01,9990712035,Etiqueta Bra PF Sakaguchi ao Leite verso,1,PC
05004137,Cesta Magio Tamanho 01,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004137,Cesta Magio Tamanho 01,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,1,PC
05004137,Cesta Magio Tamanho 01,9990712056,Etiqueta alto teor de açúcar e gordura,1,PC
05004137,Cesta Magio Tamanho 01,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,16,PC
05004137,Cesta Magio Tamanho 01,0190213051,Caixa Base  LO 80g,1,PC
05004137,Cesta Magio Tamanho 01,0190213054,Luva LO 80GR ao leite,1,PC
05004137,Cesta Magio Tamanho 01,0190213060,Berço termoformado LO,1,PC
05004137,Cesta Magio Tamanho 01,019021424,CARTÃO QR,1,UN
05004137,Cesta Magio Tamanho 01,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004137,Cesta Magio Tamanho 01,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,16,PC
05004137,Cesta Magio Tamanho 01,0190213051,Caixa Base  LO 80g,1,PC
05004137,Cesta Magio Tamanho 01,0190213052,Luva LO 80GR ao leite com Praliné,1,PC
05004137,Cesta Magio Tamanho 01,0190213060,Berço termoformado LO,1,PC
05004137,Cesta Magio Tamanho 01,019021424,CARTÃO QR,1,UN
05004137,Cesta Magio Tamanho 01,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004137,Cesta Magio Tamanho 01,0050305025,FORMIGUEIRO MARACUJÁ 16g,5,UN
05004137,Cesta Magio Tamanho 01,0190213072,Caixa formigueiro Maracuja,1,PC
05004137,Cesta Magio Tamanho 01,019021424,CARTÃO QR,1,UN
05004137,Cesta Magio Tamanho 01,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004137,Cesta Magio Tamanho 01,0050308014,Biscoito 150 gr com choco,1,PC
05004137,Cesta Magio Tamanho 01,0190213062,Caixa Biscoitos Fundo choco,1,PC
05004137,Cesta Magio Tamanho 01,0190213063,Caixa Biscoitos luva choco,1,PC
05004137,Cesta Magio Tamanho 01,019021424,CARTÃO QR,1,UN
05004137,Cesta Magio Tamanho 01,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004137,Cesta Magio Tamanho 01,0190213108,Cesta palha com alça,1,UN
05004137,Cesta Magio Tamanho 01,05004003,MAGIO Povos Sakaguchi ao Leite 41% 60g,1,PC
05004137,Cesta Magio Tamanho 01,05004015,MAGIO Língua de Onça ao Leite Cx80g,1,PC
05004137,Cesta Magio Tamanho 01,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,1,PC
05004137,Cesta Magio Tamanho 01,05004043,Formigueiro Caramelo de Maracujá Cx 80g,1,UN
05004137,Cesta Magio Tamanho 01,05004047,Biscoito Cast. Pará Chocolate 60% 150g,1,PC
05004137,Cesta Magio Tamanho 01,0070301006,Amêndoa de Cacau Seca Aprovada - Yanomam,0.011634,KG
05004137,Cesta Magio Tamanho 01,9990107001,MANTEIGA DE CACAU desodorizada,0.001616,KG
05004137,Cesta Magio Tamanho 01,0140106805,Açúcar refinado,0.005426,KG
05004137,Cesta Magio Tamanho 01,9990111000,Agua Mineral sem gás,0.006623,LT
05004137,Cesta Magio Tamanho 01,9990111004,Baunilha em Fava,8e-06,KG
05004137,Cesta Magio Tamanho 01,9990111007,Clara em Pó,0.000258,KG
05004137,Cesta Magio Tamanho 01,9990111008,Xarope de glucose,0.006088,KG
05004137,Cesta Magio Tamanho 01,9990111009,Gelatina incolor,0.000274,KG
05004137,Cesta Magio Tamanho 01,9990311038,Recheio Caramelo Maracujá,0.000893,KG
05004137,Cesta Magio Tamanho 01,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.007162,KG
05004137,Cesta Magio Tamanho 01,9990107001,MANTEIGA DE CACAU desodorizada,0.002125,KG
05004137,Cesta Magio Tamanho 01,9990307008,Pomada de manteiga de cacau,0.000336,PC
05004137,Cesta Magio Tamanho 01,9990311043,Praliné de Avelã,0.022378,PC
05004137,Cesta Magio Tamanho 01,0140106805,Açúcar refinado,0.004042,KG
05004137,Cesta Magio Tamanho 01,9990111000,Agua Mineral sem gás,0.001236,LT
05004137,Cesta Magio Tamanho 01,9990111004,Baunilha em Fava,9e-06,KG
05004137,Cesta Magio Tamanho 01,9990111005,Lecitina de Soja,5.2e-05,LT
05004137,Cesta Magio Tamanho 01,9990111006,Manteiga de Leite,0.001079,KG
05004137,Cesta Magio Tamanho 01,9990111008,Xarope de glucose,0.002317,KG
05004137,Cesta Magio Tamanho 01,9990111015,Polpa Maracujá,0.005157,KG
05004137,Cesta Magio Tamanho 01,0140106805,Açúcar refinado,0.008951,KG
05004137,Cesta Magio Tamanho 01,9990111020,Avelã,0.013427,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.004312,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.004312,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0020303003,Nibs de Cacau - Mocajuba (PA),0.00392,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0020304004,Liquor de Cacau - Mocajuba (PA),0.00392,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0140106004,Açúcar Demerara,0.002566,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.00057,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990111005,Lecitina de Soja,2.1e-05,LT
05004138,Língua de Onça Int Praliné Flowpack 11g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.000142,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.000142,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.000129,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.000129,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0140106805,Açúcar refinado,0.000362,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,03001001,Leite em Pó integral,0.000269,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.000311,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990111005,Lecitina de Soja,3e-06,LT
05004138,Língua de Onça Int Praliné Flowpack 11g,0020305008,Massa de Chocolate - Mocajuba Intenso,0.007128,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990307008,Pomada de manteiga de cacau,7.2e-05,PC
05004138,Língua de Onça Int Praliné Flowpack 11g,9990311030,Praliné de Avelã colagem,0.0048,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0050305021,PP Língua de Onça intenso Praliné 11G,1,UN
05004138,Língua de Onça Int Praliné Flowpack 11g,0190213093,Flowpack LO Intenso c/ Praliné,1,PC
05004138,Língua de Onça Int Praliné Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.000122,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.001074,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.000319,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990307008,Pomada de manteiga de cacau,5e-05,PC
05004138,Língua de Onça Int Praliné Flowpack 11g,9990311043,Praliné de Avelã,0.003357,PC
05004138,Língua de Onça Int Praliné Flowpack 11g,0140106805,Açúcar refinado,0.001343,KG
05004138,Língua de Onça Int Praliné Flowpack 11g,9990111020,Avelã,0.002014,KG
05004139,Língua de Onça Leite Flowpack 11g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.001438,KG
05004139,Língua de Onça Leite Flowpack 11g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.001438,KG
05004139,Língua de Onça Leite Flowpack 11g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.001307,KG
05004139,Língua de Onça Leite Flowpack 11g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.001307,KG
05004139,Língua de Onça Leite Flowpack 11g,0140106805,Açúcar refinado,0.00367,KG
05004139,Língua de Onça Leite Flowpack 11g,03001001,Leite em Pó integral,0.002723,KG
05004139,Língua de Onça Leite Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.003158,KG
05004139,Língua de Onça Leite Flowpack 11g,9990111005,Lecitina de Soja,3.3e-05,LT
05004139,Língua de Onça Leite Flowpack 11g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.01089,KG
05004139,Língua de Onça Leite Flowpack 11g,9990307008,Pomada de manteiga de cacau,0.00011,PC
05004139,Língua de Onça Leite Flowpack 11g,0050305014,PP LÍNGUA DE ONÇA 11G AO LEITE,1,PC
05004139,Língua de Onça Leite Flowpack 11g,0190213090,Flowpack LO Leite,1,PC
05004139,Língua de Onça Leite Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.00011,KG
05004140,Língua de Onça Intenso Flowpack 11g,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.006589,KG
05004140,Língua de Onça Intenso Flowpack 11g,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.006589,KG
05004140,Língua de Onça Intenso Flowpack 11g,0020303003,Nibs de Cacau - Mocajuba (PA),0.00599,KG
05004140,Língua de Onça Intenso Flowpack 11g,0020304004,Liquor de Cacau - Mocajuba (PA),0.00599,KG
05004140,Língua de Onça Intenso Flowpack 11g,0140106004,Açúcar Demerara,0.00392,KG
05004140,Língua de Onça Intenso Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.000871,KG
05004140,Língua de Onça Intenso Flowpack 11g,9990111005,Lecitina de Soja,3.3e-05,LT
05004140,Língua de Onça Intenso Flowpack 11g,0020305008,Massa de Chocolate - Mocajuba Intenso,0.01089,KG
05004140,Língua de Onça Intenso Flowpack 11g,9990307008,Pomada de manteiga de cacau,0.00011,PC
05004140,Língua de Onça Intenso Flowpack 11g,0050305017,PP LÍNGUA DE ONÇA 11G INTENSO,1,PC
05004140,Língua de Onça Intenso Flowpack 11g,0190213092,Flowpack LO Intenso,1,PC
05004140,Língua de Onça Intenso Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.00011,KG
05004141,Língua de Onça Cupulate Flowpack 11g,0210101001,Amêndoa de Cupuaçu - Sakaguchi (PA),0.006534,KG
05004141,Língua de Onça Cupulate Flowpack 11g,0210303001,Nibs de Cupuaçu - Sakaguchi,0.00594,KG
05004141,Língua de Onça Cupulate Flowpack 11g,02104013,Sakaguchi Cupulate 50g,0.22,UN
05004141,Língua de Onça Cupulate Flowpack 11g,0050302010,Amêndoa de Cupuaçu Torrada - SAKAGUCHI,0.006534,KG
05004141,Língua de Onça Cupulate Flowpack 11g,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0.00594,KG
05004141,Língua de Onça Cupulate Flowpack 11g,0140106004,Açúcar Demerara,0.00187,KG
05004141,Língua de Onça Cupulate Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.00319,KG
05004141,Língua de Onça Cupulate Flowpack 11g,0190213030,Embalagem - Barra de Cupulate - Sakaguch,0.22,UN
05004141,Língua de Onça Cupulate Flowpack 11g,0190214016,Cartão Surpresa - Prima Stampa,0.22,UN
05004141,Língua de Onça Cupulate Flowpack 11g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.0352,UN
05004141,Língua de Onça Cupulate Flowpack 11g,0210305004,Massa  de Cupuaçu - Sakaguchi,0.011,KG
05004141,Língua de Onça Cupulate Flowpack 11g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,0.22,UN
05004141,Língua de Onça Cupulate Flowpack 11g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,0.22,UN
05004141,Língua de Onça Cupulate Flowpack 11g,9990712002,ETIQUETA PARA QR CODE 40x40mm,0.22,UN
05004141,Língua de Onça Cupulate Flowpack 11g,0050305019,PP LÍNGUA DE ONÇA CUPUAÇU 11G,1,PC
05004141,Língua de Onça Cupulate Flowpack 11g,0190213094,Flowpack LO Cupulate,1,PC
05004142,Barra ES Chocolate Lt Maracujá 29g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.000893,KG
05004142,Barra ES Chocolate Lt Maracujá 29g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.000893,KG
05004142,Barra ES Chocolate Lt Maracujá 29g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.000812,KG
05004142,Barra ES Chocolate Lt Maracujá 29g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.001149,KG
05004142,Barra ES Chocolate Lt Maracujá 29g,0140106805,Açúcar refinado,0.003229,KG
05004142,Barra ES Chocolate Lt Maracujá 29g,03001001,Leite em Pó integral,0.002395,KG
05004142,Barra ES Chocolate Lt Maracujá 29g,9990107001,MANTEIGA DE CACAU desodorizada,0.002778,KG
