sku_produto_final,produto_final,sku_item,descricao_item,qtd_padrao,unidade
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,0190213007,Embalagem - Barra de Cupulate - Kunkuni,1.2,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,0190214016,Cartão Surpresa - Prima Stampa,1.2,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.192,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,1.2,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1.2,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9990712002,ETIQUETA PARA QR CODE 40x40mm,1.2,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,0050321022,Barra 60g Terroir da Amazonia Kunkuni,1,PC
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,0190213057,Embalagem – mod. Envelope p/ barra,1,PC
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,0190213104,Folha papel barrado Mágio,1,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,019021424,CARTÃO QR,1,UN
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9990712033,Etiqueta de dif Povos Kunkuni Cupu 6x12,1,PC
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9990712043,Etiqueta Branca PF Kunkuni Cupu 4.5x14.5,1,PC
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,1,PC
05004011,MAGIO Povos Kunkuni Cupulate 58% 60g,9990712055,Etiqueta alto teor de açúcar 1.3x1.8,1,PC
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,00604010,AMABELA - Cupulate 65% Cupuaçu - 50g,1.2,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0060101006,Amêndoa de Cupuaçu Aprovada - AMABELA (P,0.03564,KG
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0060302002,Amêndoa de Cupuaçu -Torrada- AMABELA (PA,0.03564,KG
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0060303003,Nibs de Cupuaçu - AMABELA (PA),0.0324,KG
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0060304004,Liquor de Cupuaçu - AMABELA (PA),0.0324,KG
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0140106004,Açúcar Demerara,0.0174,KG
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9990107001,MANTEIGA DE CACAU desodorizada,0.0102,KG
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0060305008,Massa de Chocolate - Cupulate - AMABELA,0.06,KG
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0190213011,Embalagem - Barra de Cupulate - AMABELA,1.2,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0190214016,Cartão Surpresa - Prima Stampa,1.2,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0200216011,"Papel Chumbo - Cromus - 43,5cm x 59cm",0.192,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9970212003,ETIQ ADESIVA | PAPEL COUCHE A20-C | 30X3,1.2,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9970212004,ETIQ PIMACO A4348 LASER 100F 9600UND,1.2,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9990712002,ETIQUETA PARA QR CODE 40x40mm,1.2,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0050321023,Barra 60g Terroir da Amazonia Amabela,1,PC
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0190213057,Embalagem – mod. Envelope p/ barra,1,PC
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,0190213104,Folha papel barrado Mágio,1,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,019021424,CARTÃO QR,1,UN
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9990712034,Etiqueta de dif Povos AMABELA Cupu 6x12,1,PC
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9990712044,Etiqueta Branca PF AMABELA Cupu 4.5x14.5,1,PC
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,1,PC
05004012,MAGIO Povos AMABELA Cupulate  54% 60g,9990712055,Etiqueta alto teor de açúcar 1.3x1.8,1,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.004029,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.004029,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0020303003,Nibs de Cacau - Mocajuba (PA),0.003663,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0020304004,Liquor de Cacau - Mocajuba (PA),0.003663,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0140106004,Açúcar Demerara,0.002398,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990107001,MANTEIGA DE CACAU desodorizada,0.000533,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990111005,Lecitina de Soja,2e-05,LT
05004013,Mini Rochers 6 ao leite / intenso e bran,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.000879,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.000879,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.000799,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.003176,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0140106805,Açúcar refinado,0.008921,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,03001001,Leite em Pó integral,0.006618,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990107001,MANTEIGA DE CACAU desodorizada,0.007676,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990111005,Lecitina de Soja,7.9e-05,LT
05004013,Mini Rochers 6 ao leite / intenso e bran,0050111003,Semente de Cumaru,0.000267,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0140106805,Açúcar refinado,0.0088,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,03001001,Leite em Pó integral,0.007466,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990107002,MANTEIGA DE CACAU IBC ORGÂNICA,0.010133,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,05104003,Lua Cheia Chocolate Ao Leite 20g,2,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,05104004,Lua Cheia Chocolate Branco 20g,2,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,05104005,Lua Cheia Chocolate Intenso 20g,2,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.00666,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990111042,Xerem de Castanha de Caju,0.00334,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990311040,Colagem praliné para lua cheia,0.03,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,0410305001,MASSA DE CHOCOLATE BRANCO ALTAMIRA,0.026666,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990111042,Xerem de Castanha de Caju,0.005334,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990311040,Colagem praliné para lua cheia,0.008,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,0020305008,Massa de Chocolate - Mocajuba Intenso,0.00666,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990111042,Xerem de Castanha de Caju,0.00334,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990311040,Colagem praliné para lua cheia,0.03,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,9990107001,MANTEIGA DE CACAU desodorizada,0.000297,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.044907,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990107001,MANTEIGA DE CACAU desodorizada,0.003772,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990307008,Pomada de manteiga de cacau,0.000673,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,9990311043,Praliné de Avelã,0.01865,PC
05004013,Mini Rochers 6 ao leite / intenso e bran,0140106805,Açúcar refinado,0.00746,KG
05004013,Mini Rochers 6 ao leite / intenso e bran,9990111020,Avelã,0.01119,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.02875,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.02875,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0020303003,Nibs de Cacau - Mocajuba (PA),0.026136,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0020304004,Liquor de Cacau - Mocajuba (PA),0.026136,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0140106004,Açúcar Demerara,0.017107,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.003802,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990111005,Lecitina de Soja,0.000143,LT
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.000945,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.000945,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.000859,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.000859,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0140106805,Açúcar refinado,0.002414,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,03001001,Leite em Pó integral,0.001791,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002077,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990111005,Lecitina de Soja,2.1e-05,LT
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0020305008,Massa de Chocolate - Mocajuba Intenso,0.04752,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990307008,Pomada de manteiga de cacau,0.00048,PC
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990311030,Praliné de Avelã colagem,0.032,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0050305020,PP Língua de Onça intenso Praliné 5G,16,UN
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0190213051,Caixa Base  LO 80g,1,PC
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0190213053,Luva LO 80GR Intenso com Praliné,1,PC
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0190213060,Berço termoformado LO,1,PC
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,019021424,CARTÃO QR,1,UN
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.000816,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.007162,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002125,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990307008,Pomada de manteiga de cacau,0.000336,PC
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990311043,Praliné de Avelã,0.022378,PC
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,0140106805,Açúcar refinado,0.008951,KG
05004014,MAGIO Língua de Onça Intso Praliné Cx80g,9990111020,Avelã,0.013427,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.010454,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.010454,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.009504,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.009504,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,0140106805,Açúcar refinado,0.02669,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,03001001,Leite em Pó integral,0.0198,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.022968,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,9990111005,Lecitina de Soja,0.000238,LT
05004015,MAGIO Língua de Onça ao Leite Cx80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0792,KG
05004015,MAGIO Língua de Onça ao Leite Cx80g,9990307008,Pomada de manteiga de cacau,0.0008,PC
05004015,MAGIO Língua de Onça ao Leite Cx80g,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,16,PC
05004015,MAGIO Língua de Onça ao Leite Cx80g,0190213051,Caixa Base  LO 80g,1,PC
05004015,MAGIO Língua de Onça ao Leite Cx80g,0190213054,Luva LO 80GR ao leite,1,PC
05004015,MAGIO Língua de Onça ao Leite Cx80g,0190213060,Berço termoformado LO,1,PC
05004015,MAGIO Língua de Onça ao Leite Cx80g,019021424,CARTÃO QR,1,UN
05004015,MAGIO Língua de Onça ao Leite Cx80g,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004015,MAGIO Língua de Onça ao Leite Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.0008,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.007217,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.007217,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.006561,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.006561,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0140106805,Açúcar refinado,0.018428,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,03001001,Leite em Pó integral,0.013671,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.015858,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990111005,Lecitina de Soja,0.000164,LT
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.04752,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990307008,Pomada de manteiga de cacau,0.00048,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990311030,Praliné de Avelã colagem,0.032,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,16,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0190213051,Caixa Base  LO 80g,1,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0190213052,Luva LO 80GR ao leite com Praliné,1,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0190213060,Berço termoformado LO,1,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,019021424,CARTÃO QR,1,UN
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.000816,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.007162,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990107001,MANTEIGA DE CACAU desodorizada,0.002125,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990307008,Pomada de manteiga de cacau,0.000336,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990311043,Praliné de Avelã,0.022378,PC
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0140106805,Açúcar refinado,0.008951,KG
05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,9990111020,Avelã,0.013427,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.000862,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.000862,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.000784,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.000902,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,0140106805,Açúcar refinado,0.002534,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,03001001,Leite em Pó integral,0.00188,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.002181,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990111005,Lecitina de Soja,2.3e-05,LT
05004017,Língua de Onça Leit Praliné Flowpack 11g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.006534,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990307008,Pomada de manteiga de cacau,6.6e-05,PC
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990311030,Praliné de Avelã colagem,0.0044,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,0050305015,PP LÍNGUA DE ONÇA 11G PRALINÉ,1,PC
05004017,Língua de Onça Leit Praliné Flowpack 11g,0190213091,Flowpack LO Leite c/ Praliné,1,PC
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.000112,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.000985,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990107001,MANTEIGA DE CACAU desodorizada,0.000292,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990307008,Pomada de manteiga de cacau,4.6e-05,PC
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990311043,Praliné de Avelã,0.003077,PC
05004017,Língua de Onça Leit Praliné Flowpack 11g,0140106805,Açúcar refinado,0.001231,KG
05004017,Língua de Onça Leit Praliné Flowpack 11g,9990111020,Avelã,0.001846,KG
05004018,Línguas de onça - intenso   loja,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,0.047916,KG
05004018,Línguas de onça - intenso   loja,0020302002,Amêndoa de Cacau Torrada - Mocajuba (PA),0.047916,KG
05004018,Línguas de onça - intenso   loja,0020303003,Nibs de Cacau - Mocajuba (PA),0.04356,KG
05004018,Línguas de onça - intenso   loja,0020304004,Liquor de Cacau - Mocajuba (PA),0.04356,KG
05004018,Línguas de onça - intenso   loja,0140106004,Açúcar Demerara,0.028512,KG
05004018,Línguas de onça - intenso   loja,9990107001,MANTEIGA DE CACAU desodorizada,0.006336,KG
05004018,Línguas de onça - intenso   loja,9990111005,Lecitina de Soja,0.000238,LT
05004018,Línguas de onça - intenso   loja,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0792,KG
05004018,Línguas de onça - intenso   loja,9990307008,Pomada de manteiga de cacau,0.0008,PC
05004018,Línguas de onça - intenso   loja,0050305016,PP LÍNGUA DE ONÇA 5G INTENSO,16,PC
05004018,Línguas de onça - intenso   loja,9990107001,MANTEIGA DE CACAU desodorizada,0.0008,KG
05004019,Língua de onça - ao leite  loja,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.010454,KG
05004019,Língua de onça - ao leite  loja,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.010454,KG
05004019,Língua de onça - ao leite  loja,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.009504,KG
05004019,Língua de onça - ao leite  loja,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.009504,KG
05004019,Língua de onça - ao leite  loja,0140106805,Açúcar refinado,0.02669,KG
05004019,Língua de onça - ao leite  loja,03001001,Leite em Pó integral,0.0198,KG
05004019,Língua de onça - ao leite  loja,9990107001,MANTEIGA DE CACAU desodorizada,0.022968,KG
05004019,Língua de onça - ao leite  loja,9990111005,Lecitina de Soja,0.000238,LT
05004019,Língua de onça - ao leite  loja,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0792,KG
05004019,Língua de onça - ao leite  loja,9990307008,Pomada de manteiga de cacau,0.0008,PC
05004019,Língua de onça - ao leite  loja,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,16,PC
05004019,Língua de onça - ao leite  loja,9990107001,MANTEIGA DE CACAU desodorizada,0.0008,KG
05004020,Língua de onça Praliné,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.006272,KG
05004020,Língua de onça Praliné,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.006272,KG
05004020,Língua de onça Praliné,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.005702,KG
05004020,Língua de onça Praliné,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.006561,KG
05004020,Língua de onça Praliné,0140106805,Açúcar refinado,0.018428,KG
05004020,Língua de onça Praliné,03001001,Leite em Pó integral,0.013671,KG
05004020,Língua de onça Praliné,9990107001,MANTEIGA DE CACAU desodorizada,0.015858,KG
05004020,Língua de onça Praliné,9990111005,Lecitina de Soja,0.000164,LT
05004020,Língua de onça Praliné,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.04752,KG
05004020,Língua de onça Praliné,9990307008,Pomada de manteiga de cacau,0.00048,PC
05004020,Língua de onça Praliné,9990311030,Praliné de Avelã colagem,0.032,KG
05004020,Língua de onça Praliné,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,16,PC
05004020,Língua de onça Praliné,9990107001,MANTEIGA DE CACAU desodorizada,0.000816,KG
05004020,Língua de onça Praliné,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.007162,KG
05004020,Língua de onça Praliné,9990107001,MANTEIGA DE CACAU desodorizada,0.002125,KG
05004020,Língua de onça Praliné,9990307008,Pomada de manteiga de cacau,0.000336,PC
05004020,Língua de onça Praliné,9990311043,Praliné de Avelã,0.022378,PC
05004020,Língua de onça Praliné,0140106805,Açúcar refinado,0.008951,KG
05004020,Língua de onça Praliné,9990111020,Avelã,0.013427,KG
05004021,Lingua de onça Cupuaçu /cupolate,0210101001,Amêndoa de Cupuaçu - Sakaguchi (PA),0.04752,KG
05004021,Lingua de onça Cupuaçu /cupolate,0210303001,Nibs de Cupuaçu - Sakaguchi,0.0432,KG
05004021,Lingua de onça Cupuaçu /cupolate,0210305004,Massa  de Cupuaçu - Sakaguchi,0.08,KG
05004021,Lingua de onça Cupuaçu /cupolate,0050302010,Amêndoa de Cupuaçu Torrada - SAKAGUCHI,0.04752,KG
05004021,Lingua de onça Cupuaçu /cupolate,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0.0432,KG
05004021,Lingua de onça Cupuaçu /cupolate,0140106004,Açúcar Demerara,0.0136,KG
05004021,Lingua de onça Cupuaçu /cupolate,9990107001,MANTEIGA DE CACAU desodorizada,0.0232,KG
05004021,Lingua de onça Cupuaçu /cupolate,0050305018,PP LÍNGUA DE ONÇA CUPUAÇU 5G,16,PC
05004022,Princesa Iara chocolate - 3 unidades,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.003802,KG
05004022,Princesa Iara chocolate - 3 unidades,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.003802,KG
05004022,Princesa Iara chocolate - 3 unidades,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.003456,KG
05004022,Princesa Iara chocolate - 3 unidades,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,0.003456,KG
05004022,Princesa Iara chocolate - 3 unidades,0140106805,Açúcar refinado,0.009706,KG
05004022,Princesa Iara chocolate - 3 unidades,03001001,Leite em Pó integral,0.0072,KG
05004022,Princesa Iara chocolate - 3 unidades,9990107001,MANTEIGA DE CACAU desodorizada,0.008352,KG
05004022,Princesa Iara chocolate - 3 unidades,9990111005,Lecitina de Soja,8.6e-05,LT
05004022,Princesa Iara chocolate - 3 unidades,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0288,KG
05004022,Princesa Iara chocolate - 3 unidades,9990311032,Recheio Yara Praliné,0.0114,KG
05004022,Princesa Iara chocolate - 3 unidades,9990311043,Praliné de Avelã,0.0078,PC
05004022,Princesa Iara chocolate - 3 unidades,05104025,Formigueiro Praliné de Avelã 16g,3,PC
05004022,Princesa Iara chocolate - 3 unidades,0050305023,FORMIGUEIRO AVELÃ 16g,3,UN
05004022,Princesa Iara chocolate - 3 unidades,0140106805,Açúcar refinado,0.003256,KG
05004022,Princesa Iara chocolate - 3 unidades,9990111000,Agua Mineral sem gás,0.003974,LT
05004022,Princesa Iara chocolate - 3 unidades,9990111004,Baunilha em Fava,5e-06,KG
05004022,Princesa Iara chocolate - 3 unidades,9990111007,Clara em Pó,0.000155,KG
05004022,Princesa Iara chocolate - 3 unidades,9990111008,Xarope de glucose,0.003653,KG
05004022,Princesa Iara chocolate - 3 unidades,9990111009,Gelatina incolor,0.000164,KG
05004022,Princesa Iara chocolate - 3 unidades,9990311043,Praliné de Avelã,0.000536,PC
05004022,Princesa Iara chocolate - 3 unidades,0140106805,Açúcar refinado,0.003334,KG
05004022,Princesa Iara chocolate - 3 unidades,9990111020,Avelã,0.005002,KG
05004027,Caixa Presente M,0190213066,Berço para caixa 18x12x4cm M,1,PC
05004027,Caixa Presente M,0190213088,Caixa cartonada rígida  18x12x4 azul M,1,PC
05004028,Caixa Presente G,0190213100,Caixa cartonada rígida 24x18x5 azul G,1,PC
05004034,Barra FF Choco Maniko 100g,0050301007,Amêndoa de Cacau Seca Aprovada - Sakaguc,0.01056,KG
05004034,Barra FF Choco Maniko 100g,0050302011,AMÊNDOA DE CACAU TORRADA - SAKAGUCHI  12,0.01056,KG
05004034,Barra FF Choco Maniko 100g,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0.0096,KG
