sku,origem,data_faturamento,quantidade,descricao
05104039,Alm_PDV_Ativacao,2026-06-05,1,Bombom SF Ganache de Taperebá Int 10g
05304043,Alm_PDV_Ativacao,2026-06-05,1,Fatia de Bolo de Chocolate
05004015,Alm_SP_Loja,2026-06-04,1,MAGIO Língua de Onça ao Leite Cx80g
05004029,Alm_SP_Loja,2026-06-04,1,Caixa Folha Simples a Granel | 100g
05004097,Alm_SP_Loja,2026-06-04,1,Barra ES Leite com Avelã e Maracujá 80g
05104020,Alm_SP_Loja,2026-06-04,1,Trufas Nativas de Chocolate Intenso  20G
05104033,Alm_SP_Loja,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104039,Alm_SP_Loja,2026-06-04,1,Bombom SF Ganache de Taperebá Int 10g
05104059,Alm_SP_Loja,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05104071,Alm_SP_Loja,2026-06-04,1,Bombom Bom Jardim Intenso 10g
05004043,Alm_SP_Loja,2026-06-04,1,Formigueiro Caramelo de Maracujá Cx 80g
05004009,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Xiba 81% 60g
05004010,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Mocajuba 74% 60g
05004148,Alm_SP_Loja,2026-06-04,1,Caixa de Bombons M (14 bombons)
05004016,Alm_SP_Loja,2026-06-04,1,MAGIO Lg de Onça Lt Praliné Avelã Cx80g
05104120,Alm_PDV_Ativacao,2026-06-04,1,Bombom Mini Lua Cheia Choco Intenso 10g
05104008,Alm_SP_Loja,2026-06-04,1,Bombom ao Leite Praliné 10g
05104012,Alm_SP_Loja,2026-06-04,1,Bombom SF Leite Praliné de Pistache 10g
05104022,Alm_SP_Loja,2026-06-04,1,Trufas Nativas Pistache 20g
05104033,Alm_SP_Loja,2026-06-04,2,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_SP_Loja,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05104077,Alm_SP_Loja,2026-06-04,2,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-04,1,Cafe Expresso
05304044,Alm_SP_Loja,2026-06-04,1,Café Expresso Duplo
05104032,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Praliné de Pistache 16g
05104033,Alm_PDV_Ativacao,2026-06-04,3,Formigueiro Caramelo de Maracujá 16g
05104036,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Açaí 10g
05104120,Alm_PDV_Ativacao,2026-06-04,1,Bombom Mini Lua Cheia Choco Intenso 10g
05104033,Alm_SP_Loja,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05004003,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Sakaguchi ao Leite 41% 60g
05004010,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Mocajuba 74% 60g
05004012,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos AMABELA Cupulate  54% 60g
05104119,Alm_PDV_Ativacao,2026-06-04,1,Bombom Mini Lua Cheia Choco ao Leite 10g
05104022,Alm_PDV_Ativacao,2026-06-04,1,Trufas Nativas Pistache 20g
05104120,Alm_PDV_Ativacao,2026-06-04,1,Bombom Mini Lua Cheia Choco Intenso 10g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104039,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Ganache de Taperebá Int 10g
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05004056,Alm_PDV_Ativacao,2026-06-04,1,Barra ES Leite Praliné de Pistache 80g
05004058,Alm_PDV_Ativacao,2026-06-04,1,Barra ES Intenso Praliné de Avelã 80g
05004009,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Xiba 81% 60g
05004010,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Mocajuba 74% 60g
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05004097,Alm_PDV_Ativacao,2026-06-04,1,Barra ES Leite com Avelã e Maracujá 80g
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104036,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Açaí 10g
05104008,Alm_PDV_Ativacao,2026-06-04,1,Bombom ao Leite Praliné 10g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05004015,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Língua de Onça ao Leite Cx80g
05004057,Alm_PDV_Ativacao,2026-06-04,3,Barra ES ao Leite Praliné de Avelã 80g
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05304043,Alm_PDV_Ativacao,2026-06-04,2,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05004002,Alm_SP_Loja,2026-06-04,1,PI Paiter Suruí 70% 60g
05004004,Alm_SP_Loja,2026-06-04,1,MAGIO Povos Acará-Açu 75% 60g
05004006,Alm_SP_Loja,2026-06-04,1,MAGIO Povos Vale do Jari 65% 60g
05004007,Alm_SP_Loja,2026-06-04,1,MAGIO Povos Sakaguchi 78% 60g
05004009,Alm_SP_Loja,2026-06-04,1,MAGIO Povos Xiba 81% 60g
05004010,Alm_SP_Loja,2026-06-04,1,MAGIO Povos Mocajuba 74% 60g
05004017,Alm_SP_Loja,2026-06-04,1,Língua de Onça Leit Praliné Flowpack 11g
05004139,Alm_SP_Loja,2026-06-04,2,Língua de Onça Leite Flowpack 11g
05104036,Alm_PDV_Ativacao,2026-06-04,2,Bombom SF Açaí 10g
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104036,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Açaí 10g
05104120,Alm_PDV_Ativacao,2026-06-04,1,Bombom Mini Lua Cheia Choco Intenso 10g
05004057,Alm_PDV_Ativacao,2026-06-04,1,Barra ES ao Leite Praliné de Avelã 80g
05104008,Alm_PDV_Ativacao,2026-06-04,1,Bombom ao Leite Praliné 10g
05104036,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Açaí 10g
05104039,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Ganache de Taperebá Int 10g
05104033,Alm_PDV_Ativacao,2026-06-04,2,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_PDV_Ativacao,2026-06-04,2,Bombom SF Doce de Cupuaçu 10g
05004003,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Sakaguchi ao Leite 41% 60g
05004014,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Língua de Onça Intso Praliné Cx80g
05304043,Alm_PDV_Ativacao,2026-06-04,3,Fatia de Bolo de Chocolate
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104036,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Açaí 10g
05104039,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Ganache de Taperebá Int 10g
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104036,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Açaí 10g
05104039,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Ganache de Taperebá Int 10g
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05004011,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Kunkuni Cupulate 58% 60g
05104007,Alm_PDV_Ativacao,2026-06-04,1,Bombom Intenso Praliné 10g
05004015,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Língua de Onça ao Leite Cx80g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104077,Alm_SP_Loja,2026-06-04,1,Biscoito Puxuri Chocolate - Unitário
05304009,Alm_SP_Loja,2026-06-04,1,Cappuccino Língua de Onça
05304014,Alm_SP_Loja,2026-06-04,2,Chocolate Quente P
05400001,Alm_SP_Loja,2026-06-04,2,Agua sem Gas em Lata 310ml
05304043,Alm_PDV_Ativacao,2026-06-04,3,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,2,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05104033,Alm_PDV_Ativacao,2026-06-04,2,Formigueiro Caramelo de Maracujá 16g
05104022,Alm_PDV_Ativacao,2026-06-04,1,Trufas Nativas Pistache 20g
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104039,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Ganache de Taperebá Int 10g
05104119,Alm_PDV_Ativacao,2026-06-04,1,Bombom Mini Lua Cheia Choco ao Leite 10g
05004097,Alm_PDV_Ativacao,2026-06-04,1,Barra ES Leite com Avelã e Maracujá 80g
05004010,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Mocajuba 74% 60g
05104022,Alm_PDV_Ativacao,2026-06-04,1,Trufas Nativas Pistache 20g
05004097,Alm_PDV_Ativacao,2026-06-04,1,Barra ES Leite com Avelã e Maracujá 80g
05104008,Alm_PDV_Ativacao,2026-06-04,3,Bombom ao Leite Praliné 10g
05104022,Alm_PDV_Ativacao,2026-06-04,3,Trufas Nativas Pistache 20g
05304043,Alm_PDV_Ativacao,2026-06-04,2,Fatia de Bolo de Chocolate
05104022,Alm_PDV_Ativacao,2026-06-04,1,Trufas Nativas Pistache 20g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104033,Alm_PDV_Ativacao,2026-06-04,2,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05104036,Alm_PDV_Ativacao,2026-06-04,2,Bombom SF Açaí 10g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104007,Alm_PDV_Ativacao,2026-06-04,1,Bombom Intenso Praliné 10g
05104022,Alm_PDV_Ativacao,2026-06-04,1,Trufas Nativas Pistache 20g
05104119,Alm_PDV_Ativacao,2026-06-04,1,Bombom Mini Lua Cheia Choco ao Leite 10g
05004056,Alm_PDV_Ativacao,2026-06-04,1,Barra ES Leite Praliné de Pistache 80g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104033,Alm_PDV_Ativacao,2026-06-04,2,Formigueiro Caramelo de Maracujá 16g
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05004008,Alm_PDV_Ativacao,2026-06-04,1,MAGIO Povos Sakaguchi Cupulate 58% 60g
05004097,Alm_PDV_Ativacao,2026-06-04,1,Barra ES Leite com Avelã e Maracujá 80g
05104022,Alm_PDV_Ativacao,2026-06-04,2,Trufas Nativas Pistache 20g
05104036,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Açaí 10g
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05104120,Alm_PDV_Ativacao,2026-06-04,2,Bombom Mini Lua Cheia Choco Intenso 10g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104059,Alm_PDV_Ativacao,2026-06-04,1,Bombom SF Doce de Cupuaçu 10g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104033,Alm_PDV_Ativacao,2026-06-04,1,Formigueiro Caramelo de Maracujá 16g
05304043,Alm_PDV_Ativacao,2026-06-04,1,Fatia de Bolo de Chocolate
05104077,Alm_SP_Loja,2026-06-03,1,Biscoito Puxuri Chocolate - Unitário
05304031,Alm_SP_Loja,2026-06-03,1,Cafe Coado Grande
05104039,Alm_SP_Loja,2026-06-03,1,Bombom SF Ganache de Taperebá Int 10g
05104077,Alm_SP_Loja,2026-06-03,2,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-03,1,Cafe Expresso
05304030,Alm_SP_Loja,2026-06-03,1,Cafe Coado Pequeno
05104077,Alm_SP_Loja,2026-06-03,1,Biscoito Puxuri Chocolate - Unitário
05304008,Alm_SP_Loja,2026-06-03,1,Cappuccino Lingua de Onca Pequeno
05304011,Alm_SP_Loja,2026-06-03,1,Latte Gelado
05304014,Alm_SP_Loja,2026-06-03,2,Chocolate Quente P
05004006,Alm_SP_Loja,2026-06-03,1,MAGIO Povos Vale do Jari 65% 60g
05004007,Alm_SP_Loja,2026-06-03,1,MAGIO Povos Sakaguchi 78% 60g
05004008,Alm_SP_Loja,2026-06-03,1,MAGIO Povos Sakaguchi Cupulate 58% 60g
05004009,Alm_SP_Loja,2026-06-03,1,MAGIO Povos Xiba 81% 60g
05004011,Alm_SP_Loja,2026-06-03,1,MAGIO Povos Kunkuni Cupulate 58% 60g
05004043,Alm_SP_Loja,2026-06-03,1,Formigueiro Caramelo de Maracujá Cx 80g
05004057,Alm_SP_Loja,2026-06-03,1,Barra ES ao Leite Praliné de Avelã 80g
05004102,Alm_SP_Loja,2026-06-03,1,Lua Cheia Minis Chocolate ao Leite 100g
05104077,Alm_SP_Loja,2026-06-03,1,Biscoito Puxuri Chocolate - Unitário
05304031,Alm_SP_Loja,2026-06-03,1,Cafe Coado Grande
05304043,Alm_SP_Loja,2026-06-03,1,Fatia de Bolo de Chocolate
0540002,Alm_SP_Loja,2026-06-03,1,Pão de queijo com requeijão 100gr
05104077,Alm_SP_Loja,2026-06-03,1,Biscoito Puxuri Chocolate - Unitário
05304030,Alm_SP_Loja,2026-06-03,1,Cafe Coado Pequeno
05304040,Alm_SP_Loja,2026-06-03,1,Combo Essência da Amazônia
05104033,Alm_SP_Loja,2026-06-03,1,Formigueiro Caramelo de Maracujá 16g
05104119,Alm_SP_Loja,2026-06-03,1,Bombom Mini Lua Cheia Choco ao Leite 10g
05104008,Alm_SP_Loja,2026-06-03,1,Bombom ao Leite Praliné 10g
05104022,Alm_SP_Loja,2026-06-03,1,Trufas Nativas Pistache 20g
05104008,Alm_SP_Loja,2026-06-03,1,Bombom ao Leite Praliné 10g
05104016,Alm_SP_Loja,2026-06-03,1,"Bombom SF Leite Ganache de Maracujá 7,7g"
05304014,Alm_SP_Loja,2026-06-03,1,Chocolate Quente P
05104033,Alm_SP_Loja,2026-06-03,1,Formigueiro Caramelo de Maracujá 16g
05104007,Alm_SP_Loja,2026-06-03,1,Bombom Intenso Praliné 10g
05104077,Alm_SP_Loja,2026-06-03,2,Biscoito Puxuri Chocolate - Unitário
05104120,Alm_SP_Loja,2026-06-03,1,Bombom Mini Lua Cheia Choco Intenso 10g
05304005,Alm_SP_Loja,2026-06-03,1,Cafe Expresso
05304006,Alm_SP_Loja,2026-06-03,1,Cafe Expresso com Leite Pequeno
05104020,Alm_SP_Loja,2026-06-03,2,Trufas Nativas de Chocolate Intenso  20G
05104077,Alm_SP_Loja,2026-06-03,2,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-03,1,Cafe Expresso
05304006,Alm_SP_Loja,2026-06-03,1,Cafe Expresso com Leite Pequeno
05104077,Alm_SP_Loja,2026-06-03,2,Biscoito Puxuri Chocolate - Unitário
05304006,Alm_SP_Loja,2026-06-03,2,Cafe Expresso com Leite Pequeno
05104077,Alm_SP_Loja,2026-06-03,1,Biscoito Puxuri Chocolate - Unitário
05304008,Alm_SP_Loja,2026-06-03,1,Cappuccino Lingua de Onca Pequeno
05104020,Alm_SP_Loja,2026-06-03,1,Trufas Nativas de Chocolate Intenso  20G
05104077,Alm_SP_Loja,2026-06-03,2,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-03,1,Cafe Expresso
05304006,Alm_SP_Loja,2026-06-03,1,Cafe Expresso com Leite Pequeno
0190213119,Alm_SP_Loja,2026-06-03,1,Sacola de Papel Tamanho G
05004161,Alm_SP_Loja,2026-06-03,1,Ovo Marajoara - Recheio de Cupuaçu 420g
05004102,Alm_SP_Loja,2026-06-03,1,Lua Cheia Minis Chocolate ao Leite 100g
05004047,Alm_SP_Loja,2026-06-03,1,Biscoito Cast. Pará Chocolate 60% 150g
05004102,Alm_SP_Loja,2026-06-03,1,Lua Cheia Minis Chocolate ao Leite 100g
05104077,Alm_SP_Loja,2026-06-03,2,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-03,2,Cafe Expresso
05304037,Alm_SP_Loja,2026-06-03,1,Chá de Cacau
05004006,Alm_SP_Loja,2026-06-03,1,MAGIO Povos Vale do Jari 65% 60g
05004058,Alm_SP_Loja,2026-06-03,1,Barra ES Intenso Praliné de Avelã 80g
05104033,Alm_SP_Loja,2026-06-03,1,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_SP_Loja,2026-06-03,3,Bombom SF Doce de Cupuaçu 10g
05104016,Alm_SP_Loja,2026-06-03,1,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104077,Alm_SP_Loja,2026-06-03,1,Biscoito Puxuri Chocolate - Unitário
05304011,Alm_SP_Loja,2026-06-03,1,Latte Gelado
05304030,Alm_SP_Loja,2026-06-03,1,Cafe Coado Pequeno
05004056,Alm_SP_Loja,2026-06-03,1,Barra ES Leite Praliné de Pistache 80g
05004097,Alm_SP_Loja,2026-06-03,1,Barra ES Leite com Avelã e Maracujá 80g
05004015,Alm_SP_Loja,2026-06-03,1,MAGIO Língua de Onça ao Leite Cx80g
05004102,Alm_SP_Loja,2026-06-03,2,Lua Cheia Minis Chocolate ao Leite 100g
05004161,Alm_SP_Loja,2026-06-03,1,Ovo Marajoara - Recheio de Cupuaçu 420g
05004165,Alm_SP_Loja,2026-06-03,1,Trio de Mini Ovos 75g
05104119,Alm_SP_Loja,2026-06-03,1,Bombom Mini Lua Cheia Choco ao Leite 10g
05004056,Alm_SP_Loja,2026-06-03,1,Barra ES Leite Praliné de Pistache 80g
05004097,Alm_SP_Loja,2026-06-03,1,Barra ES Leite com Avelã e Maracujá 80g
05004002,Alm_PDV_Ativacao,2026-06-03,2,PI Paiter Suruí 70% 60g
05004003,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Sakaguchi ao Leite 41% 60g
05004007,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Sakaguchi 78% 60g
05004008,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Sakaguchi Cupulate 58% 60g
05004009,Alm_PDV_Ativacao,2026-06-03,1,MAGIO Povos Xiba 81% 60g
05004010,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Mocajuba 74% 60g
05104008,Alm_PDV_Ativacao,2026-06-03,4,Bombom ao Leite Praliné 10g
05104016,Alm_PDV_Ativacao,2026-06-03,3,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104020,Alm_PDV_Ativacao,2026-06-03,1,Trufas Nativas de Chocolate Intenso  20G
05104022,Alm_PDV_Ativacao,2026-06-03,3,Trufas Nativas Pistache 20g
05104033,Alm_PDV_Ativacao,2026-06-03,1,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_PDV_Ativacao,2026-06-03,4,Bombom SF Doce de Cupuaçu 10g
05104071,Alm_PDV_Ativacao,2026-06-03,19,Bombom Bom Jardim Intenso 10g
05104120,Alm_PDV_Ativacao,2026-06-03,13,Bombom Mini Lua Cheia Choco Intenso 10g
05004002,Alm_PDV_Ativacao,2026-06-03,2,PI Paiter Suruí 70% 60g
05004003,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Sakaguchi ao Leite 41% 60g
05004007,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Sakaguchi 78% 60g
05004008,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Sakaguchi Cupulate 58% 60g
05004009,Alm_PDV_Ativacao,2026-06-03,1,MAGIO Povos Xiba 81% 60g
05004010,Alm_PDV_Ativacao,2026-06-03,2,MAGIO Povos Mocajuba 74% 60g
05104008,Alm_PDV_Ativacao,2026-06-03,4,Bombom ao Leite Praliné 10g
05104016,Alm_PDV_Ativacao,2026-06-03,3,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104020,Alm_PDV_Ativacao,2026-06-03,1,Trufas Nativas de Chocolate Intenso  20G
05104022,Alm_PDV_Ativacao,2026-06-03,3,Trufas Nativas Pistache 20g
05104033,Alm_PDV_Ativacao,2026-06-03,1,Formigueiro Caramelo de Maracujá 16g
05104059,Alm_PDV_Ativacao,2026-06-03,4,Bombom SF Doce de Cupuaçu 10g
05104071,Alm_PDV_Ativacao,2026-06-03,19,Bombom Bom Jardim Intenso 10g
05104120,Alm_PDV_Ativacao,2026-06-03,13,Bombom Mini Lua Cheia Choco Intenso 10g
05004056,Alm_SP_Loja,2026-06-03,1,Barra ES Leite Praliné de Pistache 80g
05004015,Alm_SP_Loja,2026-06-03,1,MAGIO Língua de Onça ao Leite Cx80g
05004102,Alm_SP_Loja,2026-06-03,1,Lua Cheia Minis Chocolate ao Leite 100g
05104022,Alm_SP_Loja,2026-06-03,1,Trufas Nativas Pistache 20g
05004016,Alm_SP_Loja,2026-06-03,1,MAGIO Lg de Onça Lt Praliné Avelã Cx80g
05104020,Alm_SP_Loja,2026-06-03,1,Trufas Nativas de Chocolate Intenso  20G
05004016,Alm_SP_Loja,2026-06-02,1,MAGIO Lg de Onça Lt Praliné Avelã Cx80g
05004047,Alm_SP_Loja,2026-06-02,1,Biscoito Cast. Pará Chocolate 60% 150g
05104077,Alm_SP_Loja,2026-06-02,2,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,2,Cafe Expresso
05104033,Alm_SP_Loja,2026-06-02,1,Formigueiro Caramelo de Maracujá 16g
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,1,Cafe Expresso
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,1,Cafe Expresso
05304014,Alm_SP_Loja,2026-06-02,1,Chocolate Quente P
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304031,Alm_SP_Loja,2026-06-02,1,Cafe Coado Grande
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304030,Alm_SP_Loja,2026-06-02,1,Cafe Coado Pequeno
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304006,Alm_SP_Loja,2026-06-02,1,Cafe Expresso com Leite Pequeno
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304030,Alm_SP_Loja,2026-06-02,1,Cafe Coado Pequeno
05104077,Alm_SP_Loja,2026-06-02,4,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,4,Cafe Expresso
05004010,Alm_SP_Loja,2026-06-02,1,MAGIO Povos Mocajuba 74% 60g
05004139,Alm_SP_Loja,2026-06-02,1,Língua de Onça Leite Flowpack 11g
05104016,Alm_SP_Loja,2026-06-02,1,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104033,Alm_SP_Loja,2026-06-02,1,Formigueiro Caramelo de Maracujá 16g
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304009,Alm_SP_Loja,2026-06-02,1,Cappuccino Língua de Onça
05104007,Alm_SP_Loja,2026-06-02,1,Bombom Intenso Praliné 10g
05104022,Alm_SP_Loja,2026-06-02,1,Trufas Nativas Pistache 20g
05104033,Alm_SP_Loja,2026-06-02,1,Formigueiro Caramelo de Maracujá 16g
05104077,Alm_SP_Loja,2026-06-02,4,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,2,Cafe Expresso
05304006,Alm_SP_Loja,2026-06-02,2,Cafe Expresso com Leite Pequeno
05104059,Alm_SP_Loja,2026-06-02,2,Bombom SF Doce de Cupuaçu 10g
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,1,Cafe Expresso
05104016,Alm_SP_Loja,2026-06-02,1,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104022,Alm_SP_Loja,2026-06-02,1,Trufas Nativas Pistache 20g
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304006,Alm_SP_Loja,2026-06-02,1,Cafe Expresso com Leite Pequeno
05104016,Alm_SP_Loja,2026-06-02,1,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104059,Alm_SP_Loja,2026-06-02,1,Bombom SF Doce de Cupuaçu 10g
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,1,Cafe Expresso
05004029,Alm_SP_Loja,2026-06-02,1,Caixa Folha Simples a Granel | 100g
05104016,Alm_SP_Loja,2026-06-02,10,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104077,Alm_SP_Loja,2026-06-02,4,Biscoito Puxuri Chocolate - Unitário
05304005,Alm_SP_Loja,2026-06-02,4,Cafe Expresso
05004015,Alm_SP_Loja,2026-06-02,1,MAGIO Língua de Onça ao Leite Cx80g
05004097,Alm_SP_Loja,2026-06-02,1,Barra ES Leite com Avelã e Maracujá 80g
05104032,Alm_SP_Loja,2026-06-02,9,Formigueiro Praliné de Pistache 16g
05104077,Alm_SP_Loja,2026-06-02,2,Biscoito Puxuri Chocolate - Unitário
05304008,Alm_SP_Loja,2026-06-02,1,Cappuccino Lingua de Onca Pequeno
05304009,Alm_SP_Loja,2026-06-02,1,Cappuccino Língua de Onça
05304043,Alm_SP_Loja,2026-06-02,1,Fatia de Bolo de Chocolate
05104016,Alm_SP_Loja,2026-06-02,1,"Bombom SF Leite Ganache de Maracujá 7,7g"
05104077,Alm_SP_Loja,2026-06-02,1,Biscoito Puxuri Chocolate - Unitário
05304014,Alm_SP_Loja,2026-06-02,1,Chocolate Quente P
05304030,Alm_SP_Loja,2026-06-02,1,Cafe Coado Pequeno
