numero_op,sku_produto_final,sku_material,descricao_material,qtd_consumo,qtd_previsto,qtd_diferenca,data_registro,data_producao,status
4540,05004015,9990712045,Etiqueta Lacre 2 - Adesivo transparente,202,202,0,2026-07-13,2026-07-13,Produzida
4540,05004015,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,3232,3232,0,2026-07-14,2026-07-14,Produzida
4540,05004015,0190213051,Caixa Base  LO 80g,202,202,0,2026-07-14,2026-07-14,Produzida
4540,05004015,0190213054,Luva LO 80GR ao leite,202,202,0,2026-07-14,2026-07-14,Produzida
4540,05004015,0190213060,Berço termoformado LO,202,202,0,2026-07-14,2026-07-14,Produzida
4540,05004015,019021424,CARTÃO QR,202,202,0,2026-07-14,2026-07-14,Produzida
4540,05004015,9990712045,Etiqueta Lacre 2 - Adesivo transparente,202,202,0,2026-07-14,2026-07-14,Produzida
4541,0050305013,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,16,16.1568,-0.1568,2026-07-13,2026-07-07,Produzida
4541,0050305013,9990307008,Pomada de manteiga de cacau,0,0.1632,-0.1632,2026-07-13,2026-07-07,Produzida
4542,05004178,0010321002,Barra 60g Terroir da Amazonia XIBA 63%,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,0190213057,Embalagem – mod. Envelope p/ barra,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,0190213104,Folha papel barrado Mágio,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,019021424,CARTÃO QR,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,9990712045,Etiqueta Lacre 2 - Adesivo transparente,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,9990712056,Etiqueta alto teor de açúcar e gordura,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,9990712069,Etiqueta xiba 63% frente,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,9990712070,Etiqueta Xiba 63% Verso,200,200,0,2026-07-08,2026-07-08,Produzida
4542,05004178,0010321002,Barra 60g Terroir da Amazonia XIBA 63%,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,0190213057,Embalagem – mod. Envelope p/ barra,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,0190213104,Folha papel barrado Mágio,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,019021424,CARTÃO QR,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,9990712045,Etiqueta Lacre 2 - Adesivo transparente,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,9990712056,Etiqueta alto teor de açúcar e gordura,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,9990712069,Etiqueta xiba 63% frente,200,200,0,2026-07-10,2026-07-08,Produzida
4542,05004178,9990712070,Etiqueta Xiba 63% Verso,200,200,0,2026-07-10,2026-07-08,Produzida
4543,0010321002,0010305007,Massa de Chocolate Xiba 63%,12,12,0,2026-07-07,2026-07-03,Produzida
4543,0010321002,0010305007,Massa de Chocolate Xiba 63%,12,12,0,2026-07-10,2026-07-03,Produzida
4544,9990311020,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.2436,0.2436,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,0140106804,Açúcar invertido,0.0244,0.0244,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990111006,Manteiga de Leite,0.0287,0.0287,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990111021,DEXTROSE,0.0045,0.0045,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990111023,Sorbitol em Pó,0.0268,0.0268,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990111026,Sal,0.0005,0.0005,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990111053,MALTODEXTRINA DE10 1910,0.0041,0.0041,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990111054,Sorbato de Potássio Granulado,0.0005,0.0005,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990111065,Açaí Liofilizado,0.0179,0.0179,0,2026-07-08,2026-07-07,Produzida
4544,9990311020,9990315028,Polpa de Açaí Reduzida,0.1491,0.1491,0,2026-07-08,2026-07-07,Produzida
4545,05104132,0020315001,Bolo de Chocolate Loja,1,0.95,0.05,2026-07-08,2026-07-08,Produzida
4546,0210305004,0050303010,LIQUOR DE CUPUAÇU -SAKAGUCHI,0,5.4,-5.4,2026-07-07,2026-07-03,Em Produção
4546,0210305004,0140106004,Açúcar Demerara,1.7,1.7,0,2026-07-07,2026-07-03,Em Produção
4546,0210305004,0210303001,Nibs de Cupuaçu - Sakaguchi,4.4,0,4.4,2026-07-07,2026-07-03,Em Produção
4546,0210305004,9990107001,MANTEIGA DE CACAU desodorizada,2.9,2.9,0,2026-07-07,2026-07-03,Em Produção
4548,05004057,0050321013,Barras com recheios - 80g  com praliné,92,92,0,2026-07-15,2026-07-15,Produzida
4548,05004057,0190213056,Envelope plastico transparente,92,92,0,2026-07-15,2026-07-15,Produzida
4548,05004057,0190213164,Caixa ES Ao Leite Praliné Avelã,92,92,0,2026-07-15,2026-07-15,Produzida
4548,05004057,019021424,CARTÃO QR,92,92,0,2026-07-15,2026-07-15,Produzida
4549,0050321013,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,4.422,3.2292,1.1928,2026-07-15,2026-07-08,Produzida
4549,0050321013,9990311030,Praliné de Avelã colagem,5.657,4.1308,1.5262,2026-07-15,2026-07-08,Produzida
4550,05004043,0050305025,FORMIGUEIRO MARACUJÁ 16g,190,190,0,2026-07-13,2026-07-13,Produzida
4550,05004043,0190213072,Caixa formigueiro Maracuja,38,38,0,2026-07-13,2026-07-13,Produzida
4550,05004043,019021424,CARTÃO QR,38,38,0,2026-07-13,2026-07-13,Produzida
4550,05004043,9990712045,Etiqueta Lacre 2 - Adesivo transparente,38,38,0,2026-07-13,2026-07-13,Produzida
4551,0050305025,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,2.688,2.832,-0.144,2026-07-10,2026-07-08,Produzida
4551,0050305025,9990311009,Recheio Yara Maracujá,1.064,1.121,-0.057,2026-07-10,2026-07-08,Produzida
4551,0050305025,9990311038,Recheio Caramelo Maracujá,0.728,0.767,-0.039,2026-07-10,2026-07-08,Produzida
4552,05104033,0050305025,FORMIGUEIRO MARACUJÁ 16g,100,100,0,2026-07-10,2026-07-08,Produzida
4553,05104120,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0342,0,0.0342,2026-07-08,2026-07-08,Produzida
4553,05104120,0260305001,Massa de Chocolate - Moju Intenso,0,0.0342,-0.0342,2026-07-08,2026-07-08,Produzida
4553,05104120,9990111042,Xerem de Castanha de Caju,0.136,0.0191,0.1169,2026-07-08,2026-07-08,Produzida
4553,05104120,9990311040,Colagem praliné para lua cheia,0.2366,0.2366,0,2026-07-08,2026-07-08,Produzida
4554,05004102,0050305026,Mini Lua Cheia Ao Leite 10g,400,400,0,2026-07-13,2026-07-13,Produzida
4554,05004102,0190213056,Envelope plastico transparente,40,40,0,2026-07-13,2026-07-13,Produzida
4554,05004102,0190213107,Caixa mini Lua Cheia ao Leite 100g,40,40,0,2026-07-13,2026-07-13,Produzida
4554,05004102,019021424,CARTÃO QR,40,40,0,2026-07-13,2026-07-13,Produzida
4554,05004102,9990712045,Etiqueta Lacre 2 - Adesivo transparente,80,80,0,2026-07-13,2026-07-13,Produzida
4555,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.5192,0.472,0.0472,2026-07-13,2026-07-08,Produzida
4555,0050305026,9990111042,Xerem de Castanha de Caju,0.2904,0.264,0.0264,2026-07-13,2026-07-08,Produzida
4555,0050305026,9990311040,Colagem praliné para lua cheia,3.5904,3.264,0.3264,2026-07-13,2026-07-08,Produzida
4556,05104119,0050305026,Mini Lua Cheia Ao Leite 10g,39,39,0,2026-07-08,2026-07-08,Produzida
4561,05104132,0020315001,Bolo de Chocolate Loja,0.4,0.4,0,2026-07-08,2026-07-08,Produzida
4562,05104059,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.253,0.253,0,2026-07-08,2026-07-07,Produzida
4562,05104059,9990311042,Recheio Doce de Cupuaçu,0.4,0.207,0.193,2026-07-08,2026-07-07,Produzida
4563,05104036,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.462,0.462,0,2026-07-08,2026-07-07,Produzida
4563,05104036,9990311020,Ganache Açaí,0.5,0.378,0.122,2026-07-08,2026-07-07,Produzida
4564,05004102,0050305026,Mini Lua Cheia Ao Leite 10g,400,400,0,2026-07-08,2026-07-08,Produzida
4564,05004102,0190213056,Envelope plastico transparente,40,40,0,2026-07-08,2026-07-08,Produzida
4564,05004102,0190213107,Caixa mini Lua Cheia ao Leite 100g,40,40,0,2026-07-08,2026-07-08,Produzida
4564,05004102,019021424,CARTÃO QR,40,40,0,2026-07-08,2026-07-08,Produzida
4564,05004102,9990712045,Etiqueta Lacre 2 - Adesivo transparente,80,80,0,2026-07-08,2026-07-08,Produzida
4565,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.472,0.472,0,2026-07-08,2026-07-01,Produzida
4565,0050305026,9990111042,Xerem de Castanha de Caju,0.264,0.264,0,2026-07-08,2026-07-01,Produzida
4565,0050305026,9990311040,Colagem praliné para lua cheia,3.264,3.264,0,2026-07-08,2026-07-01,Produzida
4566,05104060,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,0,80,-80,2026-07-08,2026-07-08,Produzida
4566,05104060,05004015,MAGIO Língua de Onça ao Leite Cx80g,5,0,5,2026-07-08,2026-07-08,Produzida
4567,0050321001,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0,28.26,-28.26,2026-07-08,2026-07-08,Produzida
4567,0050321001,0050321001,Barra 60g Terroir da Amazonia Saka ao le,478,0,478,2026-07-08,2026-07-08,Produzida
4568,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.046,0.046,0,2026-07-08,2026-07-08,Produzida
4568,0050305026,9990111042,Xerem de Castanha de Caju,0.1,0.0257,0.0743,2026-07-08,2026-07-08,Produzida
4568,0050305026,9990311040,Colagem praliné para lua cheia,0.3182,0.3182,0,2026-07-08,2026-07-08,Produzida
4569,05004017,0050305015,PP LÍNGUA DE ONÇA 11G PRALINÉ,411,419,-8,2026-07-22,2026-07-10,Produzida
4569,05004017,0190213091,Flowpack LO Leite c/ Praliné,419,419,0,2026-07-22,2026-07-10,Produzida
4570,0050305015,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,2.6855,2.6855,0,2026-07-10,2026-07-10,Produzida
4570,0050305015,9990307008,Pomada de manteiga de cacau,0,0.0271,-0.0271,2026-07-10,2026-07-10,Produzida
4570,0050305015,9990311030,Praliné de Avelã colagem,1.8084,1.8084,0,2026-07-10,2026-07-10,Produzida
4571,05004141,0050305019,PP LÍNGUA DE ONÇA CUPUAÇU 11G,489,503,-14,2026-07-10,2026-07-10,Produzida
4571,05004141,0190213094,Flowpack LO Cupulate,503,503,0,2026-07-10,2026-07-10,Produzida
4571,05004141,0050305019,PP LÍNGUA DE ONÇA CUPUAÇU 11G,489,503,-14,2026-07-20,2026-07-10,Produzida
4571,05004141,0190213094,Flowpack LO Cupulate,503,503,0,2026-07-20,2026-07-10,Produzida
4572,0050305019,0210305004,Massa  de Cupuaçu - Sakaguchi,6,0,6,2026-07-10,2026-07-10,Produzida
4572,0050305019,02104013,Sakaguchi Cupulate 50g,0,107.58,-107.58,2026-07-10,2026-07-10,Produzida
4573,9990311009,0140106805,Açúcar refinado,0.3039,0.3039,0,2026-07-10,2026-07-08,Produzida
4573,9990311009,9990111000,Agua Mineral sem gás,0,0.3709,-0.3709,2026-07-10,2026-07-08,Produzida
4573,9990311009,9990111004,Baunilha em Fava,0.0004,0.0004,0,2026-07-10,2026-07-08,Produzida
4573,9990311009,9990111007,Clara em Pó,0.0145,0.0145,0,2026-07-10,2026-07-08,Produzida
4573,9990311009,9990111008,Xarope de glucose,0.3409,0.3409,0,2026-07-10,2026-07-08,Produzida
4573,9990311009,9990111009,Gelatina incolor,0.0153,0.0153,0,2026-07-10,2026-07-08,Produzida
4573,9990311009,9990311038,Recheio Caramelo Maracujá,0.05,0.05,0,2026-07-10,2026-07-08,Produzida
4574,0050321001,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.54,0.54,0,2026-07-10,2026-07-10,Produzida
4575,05004058,0050321014,Barras com recheios - 80g   amargo 63%,68,68,0,2026-07-13,2026-07-13,Produzida
4575,05004058,0190213056,Envelope plastico transparente,68,68,0,2026-07-13,2026-07-13,Produzida
4575,05004058,0190213167,Caixa ES Intenso Praliné Avelã,68,68,0,2026-07-13,2026-07-13,Produzida
4575,05004058,019021424,CARTÃO QR,68,68,0,2026-07-13,2026-07-13,Produzida
4576,0050321014,0020305008,Massa de Chocolate - Mocajuba Intenso,2.6676,0,2.6676,2026-07-13,2026-07-03,Produzida
4576,0050321014,0260305001,Massa de Chocolate - Moju Intenso,0,2.6676,-2.6676,2026-07-13,2026-07-03,Produzida
4576,0050321014,9990311030,Praliné de Avelã colagem,5.9516,3.4124,2.5392,2026-07-13,2026-07-03,Produzida
4577,0260305005,0260304001,Liquor de Cacau - Moju,2.55,2.55,0,2026-07-13,2026-07-13,Produzida
4577,0260305005,03001001,Leite em Pó integral,2.28,2.28,0,2026-07-13,2026-07-13,Produzida
4577,0260305005,03001003,Leite em pó desnatado molico 280gr,0.6,0.6,0,2026-07-13,2026-07-13,Produzida
4577,0260305005,9990107001,MANTEIGA DE CACAU desodorizada,3.54,3.54,0,2026-07-13,2026-07-13,Produzida
4577,0260305005,9990111005,Lecitina de Soja,0.06,0.06,0,2026-07-13,2026-07-13,Produzida
4577,0260305005,999011181,Maltitol em pó,6,5.97,0.03,2026-07-13,2026-07-13,Produzida
4578,0260304001,0260303001,Nibs de Cacau Moju,2.875,2.55,0.325,2026-07-13,2026-07-10,Produzida
4579,0050305038,0260305005,Massa de Chocolate ao Leite Zero Açúcar,9,6.512,2.488,2026-07-13,2026-07-13,Produzida
4580,05104128,0050305038,PP L.Onça Ao Leite Zero Açúcar 11G,592,592,0,2026-07-13,2026-07-13,Produzida
4582,0050305006,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,2.4,2.64,-0.24,2026-07-17,2026-07-13,Produzida
4582,0050305006,0140106805,Açúcar refinado,6.74,7.414,-0.674,2026-07-17,2026-07-13,Produzida
4582,0050305006,03001001,Leite em Pó integral,5,5.5,-0.5,2026-07-17,2026-07-13,Produzida
4582,0050305006,9990107001,MANTEIGA DE CACAU desodorizada,5.8,6.38,-0.58,2026-07-17,2026-07-13,Produzida
4582,0050305006,9990111005,Lecitina de Soja,0.06,0.066,-0.006,2026-07-17,2026-07-13,Produzida
4583,0050304005,0050303003,Nibs de Cacau - Sakaguchi(PA),2.4,0,2.4,2026-07-17,2026-07-13,Produzida
4583,0050304005,0050303004,NIBS DE CACAU - SAKAGUCHI NT 120-35,0,2.4,-2.4,2026-07-17,2026-07-13,Produzida
4584,05004056,0050321011,Barras com recheios - 80g   Pistache,78,78,0,2026-07-15,2026-07-15,Produzida
4584,05004056,0190213056,Envelope plastico transparente,78,78,0,2026-07-15,2026-07-15,Produzida
4584,05004056,0190213166,Caixa ES Ao Leite Praliné de Pistache,78,78,0,2026-07-15,2026-07-15,Produzida
4584,05004056,019021424,CARTÃO QR,78,78,0,2026-07-15,2026-07-15,Produzida
4585,0050321011,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,3.51,2.7378,0.7722,2026-07-15,2026-07-03,Produzida
4585,0050321011,9990311031,Praliné Pistache colagem,4.49,3.5022,0.9878,2026-07-15,2026-07-03,Produzida
4588,05004056,0050321011,Barras com recheios - 80g   Pistache,125,125,0,2026-07-15,2026-07-15,Produzida
4588,05004056,0190213056,Envelope plastico transparente,125,125,0,2026-07-15,2026-07-15,Produzida
4588,05004056,0190213166,Caixa ES Ao Leite Praliné de Pistache,125,125,0,2026-07-15,2026-07-15,Produzida
4588,05004056,019021424,CARTÃO QR,125,125,0,2026-07-15,2026-07-15,Produzida
4589,0050321011,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,4.3875,4.3875,0,2026-07-15,2026-07-13,Produzida
4589,0050321011,9990311031,Praliné Pistache colagem,5.6125,5.6125,0,2026-07-15,2026-07-13,Produzida
4590,05004102,0050305026,Mini Lua Cheia Ao Leite 10g,290,290,0,2026-07-20,2026-07-20,Produzida
4590,05004102,0190213056,Envelope plastico transparente,29,29,0,2026-07-20,2026-07-20,Produzida
4590,05004102,0190213107,Caixa mini Lua Cheia ao Leite 100g,29,29,0,2026-07-20,2026-07-20,Produzida
4590,05004102,019021424,CARTÃO QR,29,29,0,2026-07-20,2026-07-20,Produzida
4590,05004102,9990712045,Etiqueta Lacre 2 - Adesivo transparente,58,58,0,2026-07-20,2026-07-20,Produzida
4591,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.4614,0.4614,0,2026-07-15,2026-07-15,Produzida
4591,0050305026,9990111042,Xerem de Castanha de Caju,0.3242,0.2581,0.0661,2026-07-15,2026-07-15,Produzida
4591,0050305026,9990311040,Colagem praliné para lua cheia,3.1905,3.1906,-0.0001,2026-07-15,2026-07-15,Produzida
4591,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.4614,0.4614,0,2026-07-20,2026-07-15,Produzida
4591,0050305026,9990111042,Xerem de Castanha de Caju,0.3242,0.2581,0.0661,2026-07-20,2026-07-15,Produzida
4591,0050305026,9990311040,Colagem praliné para lua cheia,3.1905,3.1906,-0.0001,2026-07-20,2026-07-15,Produzida
4592,05104119,0050305026,Mini Lua Cheia Ao Leite 10g,81,81,0,2026-07-15,2026-07-15,Produzida
4593,05104120,0020305008,Massa de Chocolate - Mocajuba Intenso,0.2602,0,0.2602,2026-07-15,2026-07-14,Produzida
4593,05104120,0260305001,Massa de Chocolate - Moju Intenso,0,0.0602,-0.0602,2026-07-15,2026-07-14,Produzida
4593,05104120,9990111042,Xerem de Castanha de Caju,0.1337,0.0337,0.1,2026-07-15,2026-07-14,Produzida
4593,05104120,9990311040,Colagem praliné para lua cheia,0.4108,0.4162,-0.0054,2026-07-15,2026-07-14,Produzida
4594,05004015,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,3216,3216,0,2026-07-15,2026-07-15,Produzida
4594,05004015,0190213051,Caixa Base  LO 80g,201,201,0,2026-07-15,2026-07-15,Produzida
4594,05004015,0190213054,Luva LO 80GR ao leite,201,201,0,2026-07-15,2026-07-15,Produzida
4594,05004015,0190213060,Berço termoformado LO,201,201,0,2026-07-15,2026-07-15,Produzida
4594,05004015,019021424,CARTÃO QR,201,201,0,2026-07-15,2026-07-15,Produzida
4594,05004015,9990712045,Etiqueta Lacre 2 - Adesivo transparente,201,201,0,2026-07-15,2026-07-15,Produzida
4594,05004015,0050305013,PP LÍNGUA DE ONÇA 5G AO LEITE,3216,3216,0,2026-07-16,2026-07-16,Produzida
4594,05004015,0190213051,Caixa Base  LO 80g,201,201,0,2026-07-16,2026-07-16,Produzida
4594,05004015,0190213054,Luva LO 80GR ao leite,201,201,0,2026-07-16,2026-07-16,Produzida
4594,05004015,0190213060,Berço termoformado LO,201,201,0,2026-07-16,2026-07-16,Produzida
4594,05004015,019021424,CARTÃO QR,201,201,0,2026-07-16,2026-07-16,Produzida
4594,05004015,9990712045,Etiqueta Lacre 2 - Adesivo transparente,201,201,0,2026-07-16,2026-07-16,Produzida
4595,0050305013,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,16.4322,15.9192,0.513,2026-07-15,2026-07-14,Produzida
4595,0050305013,9990307008,Pomada de manteiga de cacau,0,0.1608,-0.1608,2026-07-15,2026-07-14,Produzida
4595,0050305013,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,16.4322,15.9192,0.513,2026-07-16,2026-07-14,Produzida
4595,0050305013,9990307008,Pomada de manteiga de cacau,0,0.1608,-0.1608,2026-07-16,2026-07-14,Produzida
4596,05004178,0010321002,Barra 60g Terroir da Amazonia XIBA 63%,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,0190213057,Embalagem – mod. Envelope p/ barra,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,0190213104,Folha papel barrado Mágio,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,019021424,CARTÃO QR,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,9990712045,Etiqueta Lacre 2 - Adesivo transparente,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,9990712056,Etiqueta alto teor de açúcar e gordura,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,9990712069,Etiqueta xiba 63% frente,210,210,0,2026-07-14,2026-07-14,Produzida
4596,05004178,9990712070,Etiqueta Xiba 63% Verso,210,210,0,2026-07-14,2026-07-14,Produzida
4598,0010321002,0010305007,Massa de Chocolate Xiba 63%,12,12.6,-0.6,2026-07-14,2026-07-08,Produzida
4600,05104022,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.2925,0.2925,0,2026-07-14,2026-07-13,Produzida
4600,05104022,9990111010,Pistache,0.1758,0.0702,0.1056,2026-07-14,2026-07-13,Produzida
4600,05104022,9990315024,Massa de trufa de Pistache,2,1.9773,0.0227,2026-07-14,2026-07-13,Produzida
4601,9990315024,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.8708,0.8708,0,2026-07-14,2026-07-13,Produzida
4601,9990315024,0140106804,Açúcar invertido,0.046,0.046,0,2026-07-14,2026-07-13,Produzida
4601,9990315024,9990111003,Creme de Leite UHT 25%,0.2904,0.2904,0,2026-07-14,2026-07-13,Produzida
4601,9990315024,9990111006,Manteiga de Leite,0.0402,0.0402,0,2026-07-14,2026-07-13,Produzida
4601,9990315024,9990111023,Sorbitol em Pó,0.0346,0.0346,0,2026-07-14,2026-07-13,Produzida
4601,9990315024,9990311004,Praliné Pistache,0.7204,0.7184,0.002,2026-07-14,2026-07-13,Produzida
4602,9990311004,0140106805,Açúcar refinado,0.3903,0.3903,0,2026-07-14,2026-07-13,Produzida
4602,9990311004,03001001,Leite em Pó integral,0.0261,0.0261,0,2026-07-14,2026-07-13,Produzida
4602,9990311004,9990111010,Pistache,0.4669,0.4669,0,2026-07-14,2026-07-13,Produzida
4602,9990311004,9990111031,Amêndoa,0.1167,0.1167,0,2026-07-14,2026-07-13,Produzida
4603,05104020,0020305008,Massa de Chocolate - Mocajuba Intenso,0.496,0,0.496,2026-07-14,2026-07-13,Produzida
4603,05104020,0260305001,Massa de Chocolate - Moju Intenso,0,0.496,-0.496,2026-07-14,2026-07-13,Produzida
4603,05104020,9990117003,Cacau em Pó Alcalino,0.4564,1.24,-0.7836,2026-07-14,2026-07-13,Produzida
4603,05104020,9990315022,Massa de trufa Intenso,2.0993,2.108,-0.0087,2026-07-14,2026-07-13,Produzida
4604,9990315022,0020315005,Face mini Ovo Intenso,235,0,235,2026-07-14,2026-07-13,Produzida
4604,9990315022,0140106804,Açúcar invertido,0.0983,0.0983,0,2026-07-14,2026-07-13,Produzida
4604,9990315022,0260305001,Massa de Chocolate - Moju Intenso,0,1.3392,-1.3392,2026-07-14,2026-07-13,Produzida
4604,9990315022,9990111003,Creme de Leite UHT 25%,0.525,0.525,0,2026-07-14,2026-07-13,Produzida
4604,9990315022,9990111006,Manteiga de Leite,0.0754,0.0754,0,2026-07-14,2026-07-13,Produzida
4604,9990315022,9990111023,Sorbitol em Pó,0.0622,0.0622,0,2026-07-14,2026-07-13,Produzida
4606,9990311044,0140106805,Açúcar refinado,0.45,0.45,0,2026-07-14,2026-07-14,Produzida
4606,9990311044,9990111056,Castanha do Pará,0.225,0.225,0,2026-07-14,2026-07-14,Produzida
4606,9990311044,9990111073,Castanha de Caju,0.2,0.225,-0.025,2026-07-14,2026-07-14,Produzida
4607,05104033,0050305025,FORMIGUEIRO MARACUJÁ 16g,5,5,0,2026-07-15,2026-07-15,Produzida
4608,05104083,0050321014,Barras com recheios - 80g   amargo 63%,8,8,0,2026-07-15,2026-07-15,Produzida
4608,05104083,0190213056,Envelope plastico transparente,8,8,0,2026-07-15,2026-07-15,Produzida
4609,05104081,0050321024,Barra 80 GR  Caram de Maracujá+praliné,11,11,0,2026-07-15,2026-07-15,Produzida
4609,05104081,0190213056,Envelope plastico transparente,2,11,-9,2026-07-15,2026-07-15,Produzida
4610,05104081,0050321024,Barra 80 GR  Caram de Maracujá+praliné,12,12,0,2026-07-15,2026-07-15,Produzida
4610,05104081,0190213056,Envelope plastico transparente,0,12,-12,2026-07-15,2026-07-15,Produzida
4611,05004148,0190213116,Fundo Caixa 14 bombons,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,0190213124,Forminha para Bombons Caixas,140,140,0,2026-07-16,2026-07-16,Produzida
4611,05004148,0190213130,Berço Base Caixa 14 Bombons,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,0190213133,Berço interno caixa 14 bombons,20,20,0,2026-07-16,2026-07-16,Produzida
4611,05004148,0190213134,Folder das Caixas de 14 Bombons,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,01902131562,Candy Pad branco caixa 14,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,0190213172,Tampa Caixa 14 bombons,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,019021424,CARTÃO QR,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104109,Bombom NM Mini Lua Cheia ao Leite 10g,20,20,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104110,Bombom NM Choc Lt Praliné de Avelã 9g,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104111,Bombom NM Choc Int Praliné de Avelã 9g,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104112,Bombom NM Choc Int Ganache Int 11g,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104113,Bombom NM Chocolate ao Leite 11g,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104114,Bombom NM Chocolate Leite Pistache 10g,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104115,Bombom NM Choc Lt  Doce de Cupuaçu 10g,20,20,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104116,Bombom NM Chocolate Intenso Taperebá 10g,20,20,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104117,Bombom NM Chocolate LT Maracujá 9g,20,20,0,2026-07-16,2026-07-16,Produzida
4611,05004148,05104118,Bombom NM Choc Lt Castanha do Pará 8g,10,10,0,2026-07-16,2026-07-16,Produzida
4611,05004148,9990712045,Etiqueta Lacre 2 - Adesivo transparente,40,0,40,2026-07-16,2026-07-16,Produzida
4613,0050305006,0050304005,LIQUOR DE CACAU - SAKAGUCHI  NT24,4.8,4.8,0,2026-07-16,2026-07-01,Produzida
4613,0050305006,0140106805,Açúcar refinado,19.381,13.48,5.901,2026-07-16,2026-07-01,Produzida
4613,0050305006,03001001,Leite em Pó integral,12.1079,10,2.1079,2026-07-16,2026-07-01,Produzida
4613,0050305006,9990107001,MANTEIGA DE CACAU desodorizada,14.6,11.6,3,2026-07-16,2026-07-01,Produzida
4613,0050305006,9990111005,Lecitina de Soja,0.12,0.12,0,2026-07-16,2026-07-01,Produzida
