numero_op,sku_produto_final,sku_material,descricao_material,qtd_consumo,qtd_previsto,qtd_diferenca,data_registro,data_producao,status
4107,9990311013,9990111054,Sorbato de Potássio Granulado,0.0003,0,0.0003,2026-05-20,2026-05-20,Produzida
4107,9990311013,9990111058,Tapereba Liofilizado,0.022,0.024,-0.002,2026-05-20,2026-05-20,Produzida
4107,9990311013,9990315027,Polpa de Tapereba Reduzida,0.1084,0.0506,0.0578,2026-05-20,2026-05-20,Produzida
4108,05104020,0020305008,Massa de Chocolate - Mocajuba Intenso,0.472,0,0.472,2026-05-20,2026-05-20,Produzida
4108,05104020,0260305001,Massa de Chocolate - Moju Intenso,0,0.472,-0.472,2026-05-20,2026-05-20,Produzida
4108,05104020,9990117003,Cacau em Pó Alcalino,0.118,1.18,-1.062,2026-05-20,2026-05-20,Produzida
4108,05104020,9990315022,Massa de trufa Intenso,2,2.006,-0.006,2026-05-20,2026-05-20,Produzida
4109,9990315022,0020305008,Massa de Chocolate - Mocajuba Intenso,1.2754,0,1.2754,2026-05-20,2026-05-20,Produzida
4109,9990315022,0140106804,Açúcar invertido,0.0936,0.0936,0,2026-05-20,2026-05-20,Produzida
4109,9990315022,0260305001,Massa de Chocolate - Moju Intenso,0,1.2754,-1.2754,2026-05-20,2026-05-20,Produzida
4109,9990315022,9990111003,Creme de Leite UHT 25%,0.6415,0.5,0.1415,2026-05-20,2026-05-20,Produzida
4109,9990315022,9990111006,Manteiga de Leite,0.0718,0.0718,0,2026-05-20,2026-05-20,Produzida
4109,9990315022,9990111023,Sorbitol em Pó,0.0592,0.0592,0,2026-05-20,2026-05-20,Produzida
4110,05104084,0050321021,Barra 60g Terroir da Amazonia Vale do Ja,0,10,-10,2026-05-21,2026-05-21,Produzida
4110,05104084,0190213056,Envelope plastico transparente,0,10,-10,2026-05-21,2026-05-21,Produzida
4110,05104084,05004006,MAGIO Povos Vale do Jari 65% 60g,10,0,10,2026-05-21,2026-05-21,Produzida
4111,05104079,0050308015,Biscoito 150 gr com Cupu,4,5,-1,2026-05-21,2026-05-21,Produzida
4113,9990311042,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.341,0.3206,0.0204,2026-05-21,2026-05-20,Produzida
4113,9990311042,0140106804,Açúcar invertido,0.0341,0,0.0341,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990107001,MANTEIGA DE CACAU desodorizada,0,0.0053,-0.0053,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111006,Manteiga de Leite,0.0402,0.0479,-0.0077,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111008,Xarope de glucose,0,0.0588,-0.0588,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111021,DEXTROSE,0.0063,0.0801,-0.0738,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111023,Sorbitol em Pó,0.0375,0.0641,-0.0266,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111026,Sal,0.0007,0,0.0007,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111053,MALTODEXTRINA DE10 1910,0.0057,0,0.0057,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111054,Sorbato de Potássio Granulado,0.0007,0,0.0007,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990111059,Cupuaçu Liofilizado,0.025,0.028,-0.003,2026-05-21,2026-05-20,Produzida
4113,9990311042,9990315026,Polpa de Cupuaçu Reduzida,0.2087,0.1226,0.0861,2026-05-21,2026-05-20,Produzida
4114,05004149,0190213117,Caixa 30 bombons,3,3,0,2026-05-21,2026-05-21,Produzida
4114,05004149,0190213124,Forminha para Bombons Caixas,90,90,0,2026-05-21,2026-05-21,Produzida
4114,05004149,0190213125,Tampa Caixa 30 bombons,0,3,-3,2026-05-21,2026-05-21,Produzida
4114,05004149,0190213135,Folder das Caixas de 30 Bombons,0,3,-3,2026-05-21,2026-05-21,Produzida
4114,05004149,01902131561,Candy Pad branco caixa 30,0,3,-3,2026-05-21,2026-05-21,Produzida
4114,05004149,019021424,CARTÃO QR,3,3,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104109,Bombom NM Mini Lua Cheia ao Leite 10g,12,12,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104110,Bombom NM Choc Lt Praliné de Avelã 9g,6,6,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104111,Bombom NM Choc Int Praliné de Avelã 9g,6,6,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104112,Bombom NM Choc Int Ganache Int 11g,6,6,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104113,Bombom NM Chocolate ao Leite 11g,6,6,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104114,Bombom NM Chocolate Leite Pistache 10g,6,6,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104115,Bombom NM Choc Lt  Doce de Cupuaçu 10g,12,12,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104116,Bombom NM Chocolate Intenso Taperebá 10g,12,12,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104117,Bombom NM Chocolate LT Maracujá 9g,12,12,0,2026-05-21,2026-05-21,Produzida
4114,05004149,05104118,Bombom NM Choc Lt Castanha do Pará 8g,12,12,0,2026-05-21,2026-05-21,Produzida
4115,05104109,0050305026,Mini Lua Cheia Ao Leite 10g,36,36,0,2026-05-21,2026-05-20,Produzida
4116,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0425,0.0425,0,2026-05-21,2026-05-20,Produzida
4116,0050305026,9990111042,Xerem de Castanha de Caju,0.0238,0.0238,0,2026-05-21,2026-05-20,Produzida
4116,0050305026,9990311040,Colagem praliné para lua cheia,0.2938,0.2938,0,2026-05-21,2026-05-20,Produzida
4117,05104110,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0729,0.0729,0,2026-05-21,2026-05-20,Produzida
4117,05104110,9990311030,Praliné de Avelã colagem,0.0891,0.0891,0,2026-05-21,2026-05-20,Produzida
4118,05104111,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0729,0,0.0729,2026-05-21,2026-05-20,Produzida
4118,05104111,0260305001,Massa de Chocolate - Moju Intenso,0,0.0729,-0.0729,2026-05-21,2026-05-20,Produzida
4118,05104111,9990311030,Praliné de Avelã colagem,0.0891,0.0891,0,2026-05-21,2026-05-20,Produzida
4119,05104112,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0891,0,0.0891,2026-05-21,2026-05-20,Produzida
4119,05104112,0260305001,Massa de Chocolate - Moju Intenso,0,0.0891,-0.0891,2026-05-21,2026-05-20,Produzida
4119,05104112,9990311025,Ganache Chocolate intenso,0.1,0.1089,-0.0089,2026-05-21,2026-05-20,Produzida
4120,9990311025,0020305008,Massa de Chocolate - Mocajuba Intenso,0.1659,0,0.1659,2026-05-21,2026-05-20,Produzida
4120,9990311025,0140106804,Açúcar invertido,0.0147,0.0163,-0.0016,2026-05-21,2026-05-20,Produzida
4120,9990311025,0260305001,Massa de Chocolate - Moju Intenso,0,0.1755,-0.1755,2026-05-21,2026-05-20,Produzida
4120,9990311025,9990107001,MANTEIGA DE CACAU desodorizada,0,0.0029,-0.0029,2026-05-21,2026-05-20,Produzida
4120,9990311025,9990111003,Creme de Leite UHT 25%,0.0966,0.0741,0.0225,2026-05-21,2026-05-20,Produzida
4120,9990311025,9990111006,Manteiga de Leite,0.0104,0.0136,-0.0032,2026-05-21,2026-05-20,Produzida
4120,9990311025,9990111023,Sorbitol em Pó,0.0093,0.0175,-0.0082,2026-05-21,2026-05-20,Produzida
4120,9990311025,9990111053,MALTODEXTRINA DE10 1910,0.0027,0,0.0027,2026-05-21,2026-05-20,Produzida
4120,9990311025,9990111054,Sorbato de Potássio Granulado,0.0004,0,0.0004,2026-05-21,2026-05-20,Produzida
4121,05104113,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.198,0.198,0,2026-05-21,2026-05-20,Produzida
4122,05104114,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.081,0.081,0,2026-05-21,2026-05-20,Produzida
4122,05104114,9990311031,Praliné Pistache colagem,0.099,0.099,0,2026-05-21,2026-05-20,Produzida
4123,05104115,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.162,0.162,0,2026-05-21,2026-05-20,Produzida
4123,05104115,9990311042,Recheio Doce de Cupuaçu,0.5,0.198,0.302,2026-05-21,2026-05-20,Produzida
4124,05104116,0020305008,Massa de Chocolate - Mocajuba Intenso,0.162,0,0.162,2026-05-21,2026-05-20,Produzida
4124,05104116,0260305001,Massa de Chocolate - Moju Intenso,0,0.162,-0.162,2026-05-21,2026-05-20,Produzida
4124,05104116,9990311013,Ganache de Taperebá,0.2,0.198,0.002,2026-05-21,2026-05-20,Produzida
4125,9990311013,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0869,0.0881,-0.0012,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990107001,MANTEIGA DE CACAU desodorizada,0.0026,0,0.0026,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990111006,Manteiga de Leite,0.0092,0.0132,-0.004,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990111008,Xarope de glucose,0.0033,0.0162,-0.0129,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990111021,DEXTROSE,0.0022,0.022,-0.0198,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990111023,Sorbitol em Pó,0.0072,0.0176,-0.0104,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990111053,MALTODEXTRINA DE10 1910,0.0017,0,0.0017,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990111054,Sorbato de Potássio Granulado,0.0002,0,0.0002,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990111058,Tapereba Liofilizado,0.0147,0.016,-0.0013,2026-05-21,2026-05-20,Produzida
4125,9990311013,9990315027,Polpa de Tapereba Reduzida,0.0723,0.0337,0.0386,2026-05-21,2026-05-20,Produzida
4126,05104117,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1458,0.1458,0,2026-05-21,2026-05-20,Produzida
4126,05104117,9990311041,Ganache maracujá,0.2,0.1782,0.0218,2026-05-21,2026-05-20,Produzida
4127,9990311041,0020305008,Massa de Chocolate - Mocajuba Intenso,0.0517,0,0.0517,2026-05-21,2026-05-20,Produzida
4127,9990311041,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0496,0.0092,0.0404,2026-05-21,2026-05-20,Produzida
4127,9990311041,0260305001,Massa de Chocolate - Moju Intenso,0,0.0824,-0.0824,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990107001,MANTEIGA DE CACAU desodorizada,0.003,0.0015,0.0015,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990111006,Manteiga de Leite,0.0106,0.0137,-0.0031,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990111008,Xarope de glucose,0.0039,0.0168,-0.0129,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990111021,DEXTROSE,0.0024,0.0229,-0.0205,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990111023,Sorbitol em Pó,0.0083,0.0183,-0.01,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990111053,MALTODEXTRINA DE10 1910,0.0018,0,0.0018,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990111054,Sorbato de Potássio Granulado,0.0002,0,0.0002,2026-05-21,2026-05-20,Produzida
4127,9990311041,999011184,Maracujá Liofilizado,0,0.0024,-0.0024,2026-05-21,2026-05-20,Produzida
4127,9990311041,9990315025,Polpa de Maracujá Reduzida,0.0685,0.035,0.0335,2026-05-21,2026-05-20,Produzida
4128,05104118,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1745,0.1745,0,2026-05-21,2026-05-20,Produzida
4128,05104118,9990111056,Castanha do Pará,0.0175,0.0175,0,2026-05-21,2026-05-20,Produzida
4129,05004148,0190213116,Fundo Caixa 14 bombons,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,0190213124,Forminha para Bombons Caixas,168,168,0,2026-05-21,2026-05-21,Produzida
4129,05004148,0190213130,Berço Base Caixa 14 Bombons,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,0190213133,Berço interno caixa 14 bombons,12,24,-12,2026-05-21,2026-05-21,Produzida
4129,05004148,0190213134,Folder das Caixas de 14 Bombons,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,01902131562,Candy Pad branco caixa 14,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,0190213172,Tampa Caixa 14 bombons,0,12,-12,2026-05-21,2026-05-21,Produzida
4129,05004148,019021424,CARTÃO QR,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104109,Bombom NM Mini Lua Cheia ao Leite 10g,24,24,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104110,Bombom NM Choc Lt Praliné de Avelã 9g,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104111,Bombom NM Choc Int Praliné de Avelã 9g,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104112,Bombom NM Choc Int Ganache Int 11g,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104113,Bombom NM Chocolate ao Leite 11g,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104114,Bombom NM Chocolate Leite Pistache 10g,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104115,Bombom NM Choc Lt  Doce de Cupuaçu 10g,24,24,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104116,Bombom NM Chocolate Intenso Taperebá 10g,24,24,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104117,Bombom NM Chocolate LT Maracujá 9g,24,24,0,2026-05-21,2026-05-21,Produzida
4129,05004148,05104118,Bombom NM Choc Lt Castanha do Pará 8g,12,12,0,2026-05-21,2026-05-21,Produzida
4129,05004148,9990712045,Etiqueta Lacre 2 - Adesivo transparente,24,0,24,2026-05-21,2026-05-21,Produzida
4130,9990311044,0140106805,Açúcar refinado,0.75,0.75,0,2026-05-21,2026-05-21,Produzida
4130,9990311044,9990111056,Castanha do Pará,0.375,0.375,0,2026-05-21,2026-05-21,Produzida
4130,9990311044,9990111073,Castanha de Caju,0.375,0.375,0,2026-05-21,2026-05-21,Produzida
4131,05104036,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.154,0.154,0,2026-05-22,2026-05-20,Produzida
4131,05104036,9990311020,Ganache Açaí,0.15,0.126,0.024,2026-05-22,2026-05-20,Produzida
4132,9990311020,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0731,0.0731,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,0140106804,Açúcar invertido,0.0073,0.0073,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990111006,Manteiga de Leite,0.0086,0.0086,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990111021,DEXTROSE,0.0013,0.0013,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990111023,Sorbitol em Pó,0.008,0.008,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990111026,Sal,0.0002,0.0002,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990111053,MALTODEXTRINA DE10 1910,0.0012,0.0012,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990111054,Sorbato de Potássio Granulado,0.0002,0.0002,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990111065,Açaí Liofilizado,0.0054,0.0054,0,2026-05-22,2026-05-20,Produzida
4132,9990311020,9990315028,Polpa de Açaí Reduzida,0.1,0.0447,0.0553,2026-05-22,2026-05-20,Produzida
4133,05004102,0050305026,Mini Lua Cheia Ao Leite 10g,250,250,0,2026-05-22,2026-05-22,Produzida
4133,05004102,0190213056,Envelope plastico transparente,0,25,-25,2026-05-22,2026-05-22,Produzida
4133,05004102,0190213107,Caixa mini Lua Cheia ao Leite 100g,25,25,0,2026-05-22,2026-05-22,Produzida
4133,05004102,019021424,CARTÃO QR,25,25,0,2026-05-22,2026-05-22,Produzida
4133,05004102,9990712045,Etiqueta Lacre 2 - Adesivo transparente,25,50,-25,2026-05-22,2026-05-22,Produzida
4134,0050305026,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.367,0.367,0,2026-05-22,2026-05-20,Produzida
4134,0050305026,9990111042,Xerem de Castanha de Caju,0.348,0.2053,0.1427,2026-05-22,2026-05-20,Produzida
4134,0050305026,9990311040,Colagem praliné para lua cheia,2.9066,2.5378,0.3688,2026-05-22,2026-05-20,Produzida
4135,05104119,0050305026,Mini Lua Cheia Ao Leite 10g,61,61,0,2026-05-22,2026-05-20,Produzida
4137,05104059,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.1705,0.1705,0,2026-05-22,2026-05-20,Produzida
4137,05104059,9990311042,Recheio Doce de Cupuaçu,0.2,0.1395,0.0605,2026-05-22,2026-05-20,Produzida
4138,05104096,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.5817,0.5818,-0.0001,2026-05-22,2026-05-14,Produzida
4138,05104096,9990111056,Castanha do Pará,0.0583,0.0582,0.0001,2026-05-22,2026-05-14,Produzida
4139,05104012,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.126,0.126,0,2026-05-22,2026-05-20,Produzida
4139,05104012,9990311031,Praliné Pistache colagem,0.154,0.154,0,2026-05-22,2026-05-20,Produzida
4140,05104007,0020305008,Massa de Chocolate - Mocajuba Intenso,0.063,0,0.063,2026-05-22,2026-05-20,Produzida
4140,05104007,0260305001,Massa de Chocolate - Moju Intenso,0,0.063,-0.063,2026-05-22,2026-05-20,Produzida
4140,05104007,9990311030,Praliné de Avelã colagem,0.077,0.077,0,2026-05-22,2026-05-20,Produzida
4141,05104008,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.0765,0.0765,0,2026-05-22,2026-05-20,Produzida
4141,05104008,9990311030,Praliné de Avelã colagem,0.0935,0.0935,0,2026-05-22,2026-05-20,Produzida
4142,05104084,0050321021,Barra 60g Terroir da Amazonia Vale do Ja,0,17,-17,2026-05-22,2026-05-22,Produzida
4142,05104084,0190213056,Envelope plastico transparente,0,17,-17,2026-05-22,2026-05-22,Produzida
4142,05104084,05004006,MAGIO Povos Vale do Jari 65% 60g,17,0,17,2026-05-22,2026-05-22,Produzida
4143,05104071,0020305008,Massa de Chocolate - Mocajuba Intenso,0.1755,0,0.1755,2026-05-22,2026-05-20,Produzida
4143,05104071,0260305001,Massa de Chocolate - Moju Intenso,0,0.1755,-0.1755,2026-05-22,2026-05-20,Produzida
4143,05104071,9990311025,Ganache Chocolate intenso,0.3,0.2145,0.0855,2026-05-22,2026-05-20,Produzida
4144,9990311025,0020305008,Massa de Chocolate - Mocajuba Intenso,0.1659,0,0.1659,2026-05-22,2026-05-20,Produzida
4144,9990311025,0140106804,Açúcar invertido,0.0147,0.0163,-0.0016,2026-05-22,2026-05-20,Produzida
4144,9990311025,0260305001,Massa de Chocolate - Moju Intenso,0,0.1755,-0.1755,2026-05-22,2026-05-20,Produzida
4144,9990311025,9990107001,MANTEIGA DE CACAU desodorizada,0,0.0029,-0.0029,2026-05-22,2026-05-20,Produzida
4144,9990311025,9990111003,Creme de Leite UHT 25%,0.0966,0.0741,0.0225,2026-05-22,2026-05-20,Produzida
4144,9990311025,9990111006,Manteiga de Leite,0.0104,0.0136,-0.0032,2026-05-22,2026-05-20,Produzida
4144,9990311025,9990111023,Sorbitol em Pó,0.0093,0.0175,-0.0082,2026-05-22,2026-05-20,Produzida
4144,9990311025,9990111053,MALTODEXTRINA DE10 1910,0.0027,0,0.0027,2026-05-22,2026-05-20,Produzida
4144,9990311025,9990111054,Sorbato de Potássio Granulado,0.0004,0,0.0004,2026-05-22,2026-05-20,Produzida
4145,05104061,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,11,11,0,2026-05-22,2026-05-22,Produzida
4146,05004043,0050305025,FORMIGUEIRO MARACUJÁ 16g,115,115,0,2026-05-22,2026-05-22,Produzida
4146,05004043,0190213072,Caixa formigueiro Maracuja,23,23,0,2026-05-22,2026-05-22,Produzida
4146,05004043,019021424,CARTÃO QR,23,23,0,2026-05-22,2026-05-22,Produzida
4146,05004043,9990712045,Etiqueta Lacre 2 - Adesivo transparente,23,23,0,2026-05-22,2026-05-22,Produzida
4147,0050305025,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.7952,1.8528,-0.0576,2026-05-22,2026-05-21,Produzida
4147,0050305025,9990311009,Recheio Yara Maracujá,1,0.7334,0.2666,2026-05-22,2026-05-21,Produzida
4147,0050305025,9990311038,Recheio Caramelo Maracujá,0.4862,0.5018,-0.0156,2026-05-22,2026-05-21,Produzida
4147,0050305025,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.7952,1.8528,-0.0576,2026-05-26,2026-05-21,Produzida
4147,0050305025,9990311009,Recheio Yara Maracujá,1,0.7334,0.2666,2026-05-26,2026-05-21,Produzida
4147,0050305025,9990311038,Recheio Caramelo Maracujá,0.4862,0.5018,-0.0156,2026-05-26,2026-05-21,Produzida
4148,9990311009,0140106805,Açúcar refinado,0.2856,0.2856,0,2026-05-22,2026-05-21,Produzida
4148,9990311009,9990111000,Agua Mineral sem gás,0,0.3486,-0.3486,2026-05-22,2026-05-21,Produzida
4148,9990311009,9990111004,Baunilha em Fava,0.0004,0.0004,0,2026-05-22,2026-05-21,Produzida
4148,9990311009,9990111007,Clara em Pó,0.0136,0.0136,0,2026-05-22,2026-05-21,Produzida
4148,9990311009,9990111008,Xarope de glucose,0.3204,0.3204,0,2026-05-22,2026-05-21,Produzida
4148,9990311009,9990111009,Gelatina incolor,0.0144,0.0144,0,2026-05-22,2026-05-21,Produzida
4148,9990311009,9990311038,Recheio Caramelo Maracujá,0.047,0.047,0,2026-05-22,2026-05-21,Produzida
4149,05104033,0050305025,FORMIGUEIRO MARACUJÁ 16g,72,72,0,2026-05-22,2026-05-21,Produzida
4150,05004011,0050321022,Barra 60g Terroir da Amazonia Kunkuni,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,0190213057,Embalagem – mod. Envelope p/ barra,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,0190213104,Folha papel barrado Mágio,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,019021424,CARTÃO QR,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,9990712033,Etiqueta de dif Povos Kunkuni Cupu 6x12,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,9990712043,Etiqueta Branca PF Kunkuni Cupu 4.5x14.5,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,9990712045,Etiqueta Lacre 2 - Adesivo transparente,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,9990712046,Etiqueta Lacre 1  - Adesivo com hot stam,101,101,0,2026-05-26,2026-05-26,Produzida
4150,05004011,9990712055,Etiqueta alto teor de açúcar 1.3x1.8,101,101,0,2026-05-26,2026-05-26,Produzida
4152,0050321022,0080305004,Massa de  Cupuaçu - Santa Bárbara (PA),6,0,6,2026-05-26,2026-05-15,Produzida
4152,0050321022,00804010,Kunkuni - Cupulate 70% Cupuaçi - 50g,0,124.8,-124.8,2026-05-26,2026-05-15,Produzida
4153,0020315001,0020315002,Massa Do Bolo de Chocolate,3.4,3.4,0,2026-05-26,2026-05-21,Produzida
4153,0020315001,0020315003,Recheio Intenso Bolo de Chocolate,0.92,0.92,0,2026-05-26,2026-05-21,Produzida
4153,0020315001,0020315004,Cobertura Bolo de Chocolate,1.4,1.4,0,2026-05-26,2026-05-21,Produzida
4153,0020315001,0050315004,Recheio Ao Leite Bolo de Chocolate,1.84,1.84,0,2026-05-26,2026-05-21,Produzida
4153,0020315001,9990311045,Calda Bolo de Chocolate,0,0.4,-0.4,2026-05-26,2026-05-21,Produzida
4154,0020315002,0020305008,Massa de Chocolate - Mocajuba Intenso,0.602,0,0.602,2026-05-26,2026-05-21,Produzida
4154,0020315002,0050111003,Semente de Cumaru,0.0063,0.0034,0.0029,2026-05-26,2026-05-21,Produzida
4154,0020315002,0140106805,Açúcar refinado,0.3169,0.3169,0,2026-05-26,2026-05-21,Produzida
4154,0020315002,0140106806,Açúcar Mascavo,0.8,0.6337,0.1663,2026-05-26,2026-05-21,Produzida
4154,0020315002,0260305001,Massa de Chocolate - Moju Intenso,0,0.602,-0.602,2026-05-26,2026-05-21,Produzida
4154,0020315002,9990111006,Manteiga de Leite,1.5919,0.9506,0.6413,2026-05-26,2026-05-21,Produzida
4154,0020315002,9990111068,Farinha de Trigo,0.2,0.2377,-0.0377,2026-05-26,2026-05-21,Produzida
4154,0020315002,99901110703,Gema de ovo pasteurizada,0,0.1095,-0.1095,2026-05-26,2026-05-21,Produzida
4154,0020315002,99901110704,Clara de ovo pasteurizada,0,0.4165,-0.4165,2026-05-26,2026-05-21,Produzida
4154,0020315002,9990111074,Ovo de Galinha,22,0,22,2026-05-26,2026-05-21,Produzida
4154,0020315002,9990117003,Cacau em Pó Alcalino,0.1268,0.1268,0,2026-05-26,2026-05-21,Produzida
4154,0020315002,9990311045,Calda Bolo de Chocolate,0.6,0,0.6,2026-05-26,2026-05-21,Produzida
4155,9990311045,0050111003,Semente de Cumaru,0.002,0.002,0,2026-05-26,2026-05-22,Produzida
4155,9990311045,0140106805,Açúcar refinado,0.2,0.2,0,2026-05-26,2026-05-22,Produzida
4156,0020315003,0020305008,Massa de Chocolate - Mocajuba Intenso,0.5134,0,0.5134,2026-05-26,2026-05-22,Produzida
4156,0020315003,0050111003,Semente de Cumaru,0.0023,0.0009,0.0014,2026-05-26,2026-05-22,Produzida
4156,0020315003,0260305001,Massa de Chocolate - Moju Intenso,0,0.5134,-0.5134,2026-05-26,2026-05-22,Produzida
4156,0020315003,9990111003,Creme de Leite UHT 25%,0.3068,0.4043,-0.0975,2026-05-26,2026-05-22,Produzida
4157,0020315004,0020305008,Massa de Chocolate - Mocajuba Intenso,1.05,0,1.05,2026-05-26,2026-05-21,Produzida
4157,0020315004,0260305001,Massa de Chocolate - Moju Intenso,0,1.05,-1.05,2026-05-26,2026-05-21,Produzida
4157,0020315004,9990111003,Creme de Leite UHT 25%,0.6,0.35,0.25,2026-05-26,2026-05-21,Produzida
4158,0050315004,0050111003,Semente de Cumaru,0.0054,0.0018,0.0036,2026-05-26,2026-05-21,Produzida
4158,0050315004,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,1.3114,1.3114,0,2026-05-26,2026-05-21,Produzida
4158,0050315004,9990111003,Creme de Leite UHT 25%,0.7,0.5231,0.1769,2026-05-26,2026-05-21,Produzida
4159,05104059,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,0.11,0.11,0,2026-05-26,2026-05-26,Produzida
4159,05104059,9990311042,Recheio Doce de Cupuaçu,0,0.09,-0.09,2026-05-26,2026-05-26,Produzida
4160,05104085,0050321022,Barra 60g Terroir da Amazonia Kunkuni,3,3,0,2026-05-26,2026-05-26,Produzida
4160,05104085,0190213056,Envelope plastico transparente,0,3,-3,2026-05-26,2026-05-26,Produzida
4160,05104085,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1,0,1,2026-05-26,2026-05-26,Produzida
4161,05104039,0020305008,Massa de Chocolate - Mocajuba Intenso,0.099,0,0.099,2026-05-26,2026-05-20,Produzida
4161,05104039,0260305001,Massa de Chocolate - Moju Intenso,0,0.099,-0.099,2026-05-26,2026-05-20,Produzida
4161,05104039,9990311013,Ganache de Taperebá,0,0.121,-0.121,2026-05-26,2026-05-20,Produzida
